Date/Time,Electricity:Facility [J](Zone Timestep),Gas:Facility [J](Zone Timestep)
 09/22  04:00:00,2300594.6115728575,30482181.366974156
 09/22  05:00:00,2336459.2777196397,32136216.924401417
 09/22  06:00:00,2551061.639849966,34847394.92954956
 09/22  07:00:00,3046657.4138838574,33819428.2316743
 09/22  08:00:00,3637062.1301065385,27671826.645327598
 09/22  09:00:00,3192955.0618188917,20620992.31343264
 09/22  10:00:00,2512317.1745375465,13372028.214385742
 09/22  11:00:00,2267697.5472410386,6995794.834097977
 09/22  12:00:00,2169841.3561915215,2529006.7261384996
 09/22  13:00:00,2101180.328627646,2232372.4697820125
 09/22  14:00:00,2058724.6697830956,2030274.6194907257
 09/22  15:00:00,2036481.054383299,1860789.3196727938
 09/22  16:00:00,2348362.4839659478,1797172.7779275368
 09/22  17:00:00,3394058.1850814316,1893641.3818304068
 09/22  18:00:00,3168862.5935184243,2198106.947376318
 09/22  19:00:00,3780105.127968842,2570233.69754486
 09/22  20:00:00,4492905.896084347,2828036.6371564963
 09/22  21:00:00,5275285.99125672,2828050.9444537363
 09/22  22:00:00,5080921.938440807,5651961.552189201
 09/22  23:00:00,4251262.018639909,10765280.055398535
 09/22  24:00:00,3419002.998680668,16126967.887817608
 09/23  01:00:00,2533665.0152455005,20183118.518567055
 09/23  02:00:00,2229754.9266908993,22434108.884506647
 09/23  03:00:00,2122209.037445606,24358633.37251851
 09/23  04:00:00,2132765.781656512,25954381.848888695
 09/23  05:00:00,2194433.8787763473,28148644.4142607
 09/23  06:00:00,2369580.2244962263,29671039.7156156
 09/23  07:00:00,2987374.206682151,31153639.50505998
 09/23  08:00:00,3576322.5128858727,23854239.224237353
 09/23  09:00:00,3159271.9680917663,16357899.561162377
 09/23  10:00:00,2543590.84155994,9521608.052556051
 09/23  11:00:00,2368489.8434782424,4394206.849874323
 09/23  12:00:00,2374931.221729669,2526165.458648539
 09/23  13:00:00,2287951.583879127,2229983.319265888
 09/23  14:00:00,2228779.356348103,2018855.9734888868
 09/23  15:00:00,2724157.314619753,1853300.4798005228
 09/23  16:00:00,3275957.120484441,1794370.5857748769
 09/23  17:00:00,3310663.9797160462,1896230.4220236354
 09/23  18:00:00,3307454.8474406535,2180661.064612561
 09/23  19:00:00,3916322.1806117455,2570296.9022880807
 09/23  20:00:00,4631992.784724759,2832980.5981156267
 09/23  21:00:00,5469275.420243016,4275637.076776217
 09/23  22:00:00,5345362.406142172,8894222.351188818
 09/23  23:00:00,4436965.234140683,12690139.33934434
 09/23  24:00:00,3459838.7700601686,15579519.629641771
 09/24  01:00:00,2464179.3411435294,18370767.60326848
 09/24  02:00:00,2147564.605091198,20289415.51815182
 09/24  03:00:00,2064098.7264335742,22842176.626461655
 09/24  04:00:00,2099189.865119604,25078257.127043415
 09/24  05:00:00,2178874.844859379,27743014.759806637
 09/24  06:00:00,2333257.9806033815,28724318.004567087
 09/24  07:00:00,2895129.6588366325,28749191.06620941
 09/24  08:00:00,3405163.813953791,19391498.252238616
 09/24  09:00:00,2908668.2750327433,9821842.203422772
 09/24  10:00:00,2299549.4621993033,3150299.134109415
 09/24  11:00:00,2309540.5312237064,2827105.976715488
 09/24  12:00:00,2941513.611241235,2483594.518621057
 09/24  13:00:00,4634513.970144218,2203983.215158614
 09/24  14:00:00,5844911.479671347,2007008.2370539117
 09/24  15:00:00,6925854.344068598,1855687.7153723065
 09/24  16:00:00,7486396.755535383,1796836.6141267512
 09/24  17:00:00,7022234.170680175,1898916.8819240585
 09/24  18:00:00,5799477.052354857,2182920.3154156227
 09/24  19:00:00,5196008.14534221,2557446.641249346
 09/24  20:00:00,5135512.395388978,2798703.1296356684
 09/24  21:00:00,5414168.142824439,2789679.5090688057
 09/24  22:00:00,5105543.362612492,2604468.1690909653
 09/24  23:00:00,4038791.747935694,2282622.52615323
 09/24  24:00:00,3027285.4141861233,4288857.06800649
 09/25  01:00:00,2035307.7603368473,7865310.76588076
 09/25  02:00:00,1830906.9240532096,12437914.63492252
 09/25  03:00:00,1784999.5121304612,15831001.80983738
 09/25  04:00:00,1882929.7190395845,19580668.964071147
 09/25  05:00:00,2005277.3251024168,23492749.17386586
 09/25  06:00:00,2195078.251078654,25559209.234016236
 09/25  07:00:00,2778954.439908962,26841814.717219327
 09/25  08:00:00,3434896.3403260834,22409916.680349275
 09/25  09:00:00,3073131.1680159527,17509948.586951997
 09/25  10:00:00,2464228.5544179347,12132676.785961188
 09/25  11:00:00,2300051.488843241,7854365.090796601
 09/25  12:00:00,2224836.0787756382,3979948.973114945
 09/25  13:00:00,2205398.068069497,4987340.0541744325
 09/25  14:00:00,2137730.5633182437,4131896.813184928
 09/25  15:00:00,2117189.7299771057,4024690.3336638026
 09/25  16:00:00,2150260.7839547847,4369623.869932316
 09/25  17:00:00,2549069.8040095028,5614719.761219903
 09/25  18:00:00,3464344.9121120856,9958923.45703696
 09/25  19:00:00,4244857.126430419,14752780.14719631
 09/25  20:00:00,5050186.563542413,17409880.45141688
 09/25  21:00:00,5951313.309923068,20495641.0924748
 09/25  22:00:00,5685653.481234122,21450472.69246389
 09/25  23:00:00,4707281.381813117,22679073.788775392
 09/25  24:00:00,3745087.002643479,24646363.9145903
 09/26  01:00:00,2717002.878997589,25661539.9455858
 09/26  02:00:00,2350073.530312331,25990824.42487946
 09/26  03:00:00,2200395.5407929267,26674775.278744373
 09/26  04:00:00,2194239.906915519,27707340.82513651
 09/26  05:00:00,2224560.3442593613,29217363.122416537
 09/26  06:00:00,2327224.642756921,29010181.984229434
 09/26  07:00:00,2928546.222193196,30750306.39988603
 09/26  08:00:00,3692713.5775698633,29145199.30486725
 09/26  09:00:00,3502014.2755460343,28711166.24067915
 09/26  10:00:00,3038937.5911683277,27140176.579689763
 09/26  11:00:00,2955104.1572356625,24958455.527909465
 09/26  12:00:00,2813059.3603695906,19338834.886487722
 09/26  13:00:00,2452883.2427562997,11451125.306339722
 09/26  14:00:00,2152635.846935575,4524059.406796224
 09/26  15:00:00,2036481.054383299,1915384.2172823155
 09/26  16:00:00,2054078.4661046749,1844703.5520689872
 09/26  17:00:00,2409107.4345791033,1941570.9386155761
 09/26  18:00:00,3168862.5935184243,2237427.6202269574
 09/26  19:00:00,3780105.127968842,2622053.9988431777
 09/26  20:00:00,4612463.938589437,5988121.830104847
 09/26  21:00:00,5546790.606505732,9940814.298118226
 09/26  22:00:00,5362512.3831028445,13019544.93948371
 09/26  23:00:00,4477520.881494112,16684993.575338697
 09/26  24:00:00,3554674.528064168,19678498.689254522
 09/27  01:00:00,2628543.2812621626,23353996.137477048
 09/27  02:00:00,2324406.595477883,25321642.482925102
 09/27  03:00:00,2185767.535806578,26293389.522092056
 09/27  04:00:00,2140258.1413010107,26298604.86807968
 09/27  05:00:00,2181943.2955376334,28105474.552337453
 09/27  06:00:00,2282719.718197686,27849955.817720126
 09/27  07:00:00,2727409.0244808164,25503586.241544403
 09/27  08:00:00,3262701.3345282716,17925772.89173309
 09/27  09:00:00,2821622.380247359,10956446.59325027
 09/27  10:00:00,2169243.182820733,4443680.153012932
 09/27  11:00:00,2108909.0495488285,2864124.4883269337
 09/27  12:00:00,2169841.3561915215,2537787.382618638
 09/27  13:00:00,2101180.328627646,2255408.472491096
 09/27  14:00:00,2058724.6697830956,2049139.7570243806
 09/27  15:00:00,2177170.748735093,5592813.878013462
 09/27  16:00:00,2054078.4661046749,1854829.4930662846
 09/27  17:00:00,2409107.4345791033,1951278.3254969304
 09/27  18:00:00,3178919.3721167226,2510980.979549848
 09/27  19:00:00,3818129.2535884073,3621902.119456456
 09/27  20:00:00,4650720.112263873,6991890.406006431
 09/27  21:00:00,5534234.017292657,9617801.624364749
 09/27  22:00:00,5259072.115743861,10323679.072854858
 09/27  23:00:00,4242020.5607453,10541152.257517502
 09/27  24:00:00,3287368.6334402957,12703494.019900436
 09/28  01:00:00,2242722.66250608,13284295.30556185
 09/28  02:00:00,1880253.3528606943,13728484.167661315
 09/28  03:00:00,1700799.893483585,13634462.69919022
 09/28  04:00:00,1665354.9018173865,13902289.371466842
 09/28  05:00:00,1665904.732169776,14635564.90600342
 09/28  06:00:00,1869145.413157617,17055715.4413056
 09/28  07:00:00,2532135.4599999613,20409997.61991278
 09/28  08:00:00,3302828.2756582885,18978767.073254712
 09/28  09:00:00,3086783.5096347677,17884161.885317575
 09/28  10:00:00,2495886.8095968324,12976000.120470947
 09/28  11:00:00,2375152.6557693235,9829666.869797021
 09/28  12:00:00,2211349.7235469073,3640602.5796980998
 09/28  13:00:00,2101180.328627646,2273319.650151851
 09/28  14:00:00,2058724.6697830956,2071726.9556327064
 09/28  15:00:00,2036481.054383299,1910923.2912945957
 09/28  16:00:00,2054078.4661046749,1861107.714225365
 09/28  17:00:00,2409107.4345791033,1961643.263336795
 09/28  18:00:00,3182836.47803018,2618661.013568097
 09/28  19:00:00,3842434.824336651,4260791.194584897
 09/28  20:00:00,4683791.862276675,7860077.404566707
 09/28  21:00:00,5579085.557049387,10793433.694002427
 09/28  22:00:00,5363269.998531572,13047993.687321538
 09/28  23:00:00,4443991.035210028,15816933.893082459
 09/28  24:00:00,3452678.207248618,17021346.315757956
 09/29  01:00:00,2455229.7761826827,18833121.23436288
 09/29  02:00:00,2147051.901397168,20693730.35984439
 09/29  03:00:00,2013721.1203677696,21803302.85603587
 09/29  04:00:00,2009007.1039520446,22873238.10925729
 09/29  05:00:00,1984683.5254578213,22957421.309986327
 09/29  06:00:00,2103278.958600426,23169005.649758656
 09/29  07:00:00,2541964.7034687055,20670396.323813997
 09/29  08:00:00,3211226.563311091,16593273.10872203
 09/29  09:00:00,2805703.193542255,10553129.566519393
 09/29  10:00:00,2156537.6010955204,4123626.523426167
 09/29  11:00:00,2108909.0495488285,2869994.977047605
 09/29  12:00:00,2169841.3561915215,2533912.5560215074
 09/29  13:00:00,2101180.328627646,2244740.16446046
 09/29  14:00:00,3040054.2116032983,2023706.108202515
 09/29  15:00:00,2720067.5577342915,1869804.835928306
 09/29  16:00:00,2054078.4661046749,1827817.8879800928
 09/29  17:00:00,2409107.4345791033,1937773.0445127157
 09/29  18:00:00,3168862.5935184243,2247512.0570660653
 09/29  19:00:00,3780105.127968842,2616208.210253908
 09/29  20:00:00,4540102.033678867,4109742.851410242
 09/29  21:00:00,5275285.99125672,2866331.5933175506
 09/29  22:00:00,5147293.227596307,7414349.071214778
 09/29  23:00:00,4289221.071869116,11780575.409373023
 09/29  24:00:00,3314633.649325902,13420620.923427641
 09/30  01:00:00,2416274.2439145255,17129772.664696082
 09/30  02:00:00,2086213.3029798958,18692873.96437662
 09/30  03:00:00,2016066.028237213,21591121.72378392
 09/30  04:00:00,2023579.5389959961,23106782.480479047
 09/30  05:00:00,1960867.9662373886,22055608.01627339
 09/30  06:00:00,2067443.9021539963,21794745.685626302
 09/30  07:00:00,2626096.841168014,21748759.362553157
 09/30  08:00:00,3251835.020735554,15421967.792509332
 09/30  09:00:00,2876571.3311167127,9020001.991294395
 09/30  10:00:00,2337849.3726396635,4190501.0463832184
 09/30  11:00:00,2309540.5312237064,2877245.023369995
 09/30  12:00:00,2374931.221729669,2531523.714878898
 09/30  13:00:00,2423169.6684338492,2230532.744085789
 09/30  14:00:00,3625892.9596959343,2026161.0020088267
 09/30  15:00:00,4593670.156331704,1872563.71379931
 09/30  16:00:00,5238209.440100623,1812870.2541224572
 09/30  17:00:00,5397592.005936188,1916207.5621205773
 09/30  18:00:00,4653865.214068571,2203822.069740699
 09/30  19:00:00,4197510.565710331,2583295.966253239
 09/30  20:00:00,4631992.784724759,2837817.8332274132
 09/30  21:00:00,5414168.142824439,2843947.9276508004
 09/30  22:00:00,5105543.362612492,2655452.8153947024
 09/30  23:00:00,4176418.101985494,5912875.528492763
 09/30  24:00:00,3230832.067986704,9620042.456751242
 10/01  01:00:00,2374706.1411182904,12789980.009295493
 10/01  02:00:00,2047755.5023542228,14701863.32831935
 10/01  03:00:00,1920738.087460427,16171226.388911568
 10/01  04:00:00,1923319.343088211,17635000.30252513
 10/01  05:00:00,1945490.8935914845,18993524.393761665
 10/01  06:00:00,2126216.609848672,20122042.052898362
 10/01  07:00:00,2927075.0109659242,23240487.803608745
 10/01  08:00:00,3924112.629728436,21398263.241306536
 10/01  09:00:00,3767053.87300857,20798131.75869462
 10/01  10:00:00,3165438.7124044886,19292295.539793883
 10/01  11:00:00,3058797.185003242,16755110.639603185
 10/01  12:00:00,2901411.0467918105,10348563.025122799
 10/01  13:00:00,2614884.4394643526,4813155.82749076
 10/01  14:00:00,2674859.3067137087,7599276.284721845
 10/01  15:00:00,2590885.538873056,5832905.297409289
 10/01  16:00:00,2677260.309009612,6852288.262878276
 10/01  17:00:00,3243159.6353616365,8516734.674678097
 10/01  18:00:00,4487766.000443574,12700065.059659233
 10/01  19:00:00,5498960.8506088145,15037775.937260658
 10/01  20:00:00,6384119.399229545,17604506.22467488
 10/01  21:00:00,6553650.63088578,19453181.5412127
 10/01  22:00:00,6064454.19378758,21346150.560826436
 10/01  23:00:00,4985104.92105131,21814528.358740572
 10/01  24:00:00,3944423.226662287,23963843.857670117
 10/02  01:00:00,2770498.8710941104,23814768.980523326
 10/02  02:00:00,2396345.065526111,24216483.98061823
 10/02  03:00:00,2230000.058112655,24518585.373685364
 10/02  04:00:00,2247247.9721882152,26238352.81125899
 10/02  05:00:00,2263568.638861498,27577828.16651689
 10/02  06:00:00,2420524.698729446,28246624.92440968
 10/02  07:00:00,3120863.272461536,29424778.96031757
 10/02  08:00:00,4063424.032182039,27277831.657618947
 10/02  09:00:00,3810119.4625481023,25318154.097891744
 10/02  10:00:00,3083318.6883718194,21826843.731466725
 10/02  11:00:00,2868008.1397973965,17017488.349267434
 10/02  12:00:00,2791716.674401627,12843376.981206112
 10/02  13:00:00,2480104.708876453,6174281.274670885
 10/02  14:00:00,2294362.1114113242,2101254.4067046414
 10/02  15:00:00,2298258.827735585,1931639.9560795533
 10/02  16:00:00,2333325.424265547,1859104.1442797536
 10/02  17:00:00,2853715.194418484,1961403.7216296042
 10/02  18:00:00,3950504.217940997,2269286.9910166687
 10/02  19:00:00,4889302.096693665,2668805.725718769
 10/02  20:00:00,5751271.093489548,4719205.063887343
 10/02  21:00:00,6021065.519886545,9181309.193380915
 10/02  22:00:00,5621955.570760322,13465285.562975284
 10/02  23:00:00,4646832.459740055,15914255.576372866
 10/02  24:00:00,3642645.898334298,17705102.71127837
 10/03  01:00:00,2644677.5659317556,20532138.285454456
 10/03  02:00:00,2420531.267168881,24848743.574106183
 10/03  03:00:00,2361300.9582742783,27946520.339766398
 10/03  04:00:00,2439926.587313011,31268365.545690928
 10/03  05:00:00,2461915.8566535036,32756020.565603953
 10/03  06:00:00,2647402.8167501655,34170640.76818201
 10/03  07:00:00,3309595.447540754,34355477.476143174
 10/03  08:00:00,4077790.3833068633,27658918.189933363
 10/03  09:00:00,3708053.898786439,22660519.252791937
 10/03  10:00:00,2923533.3185553537,17662174.442716308
 10/03  11:00:00,2701706.2378918934,12681954.877076562
 10/03  12:00:00,2541372.8505763165,6313230.27040381
 10/03  13:00:00,2413204.6826165444,4431974.545153344
 10/03  14:00:00,2377833.734127045,4291838.933314533
 10/03  15:00:00,2422676.480516306,5206006.181725209
 10/03  16:00:00,2506091.246147805,6407966.221860408
 10/03  17:00:00,3117222.7798153046,8883643.220947891
 10/03  18:00:00,4385061.62321282,13644514.74852709
 10/03  19:00:00,5402148.520694389,16075838.55633637
 10/03  20:00:00,6288823.718883298,18758257.463367656
 10/03  21:00:00,6459327.759897028,20626875.210312072
 10/03  22:00:00,5983000.064809494,22894630.550115995
 10/03  23:00:00,4942821.5025925,23644609.219381243
 10/03  24:00:00,3929161.7202613847,25187133.359566014
 10/04  01:00:00,2860880.3717552745,26177590.181567494
 10/04  02:00:00,2601138.5080138845,29564166.992548913
 10/04  03:00:00,2442020.4294421743,30054106.68690527
 10/04  04:00:00,2446067.004579404,31429069.27510147
 10/04  05:00:00,2402775.1663269484,31212865.521853037
 10/04  06:00:00,2535064.2406230387,31239911.446774058
 10/04  07:00:00,3277109.6236484433,33511657.05669417
 10/04  08:00:00,4089979.0795090892,27983250.457162835
 10/04  09:00:00,3686041.919490463,22092671.552149422
 10/04  10:00:00,2840272.666378122,15495171.734983832
 10/04  11:00:00,2593716.5036743223,9868663.46669509
 10/04  12:00:00,2479800.146917193,4710759.101267533
 10/04  13:00:00,2446633.2272212263,5308665.111127088
 10/04  14:00:00,2484647.679123551,7083631.6054082345
 10/04  15:00:00,2477589.589506364,6642594.411089199
 10/04  16:00:00,2567526.3833882976,8014645.028499215
 10/04  17:00:00,3221957.3283528,11620824.2702559
 10/04  18:00:00,4553335.487743614,18040978.72670371
 10/04  19:00:00,5656327.787771907,22715663.761153836
 10/04  20:00:00,6636685.296015851,27844137.075719208
 10/04  21:00:00,6908028.498941566,32344972.111701086
 10/04  22:00:00,6506402.152816599,36562179.33763353
 10/04  23:00:00,5550563.171495942,39512883.043022186
 10/04  24:00:00,4537262.297017072,41063723.784272194
 10/05  01:00:00,3512136.6144876,43179522.87937192
 10/05  02:00:00,3165437.726257106,44295339.78062717
 10/05  03:00:00,2993269.596400975,44444211.80572161
 10/05  04:00:00,2950408.826067113,44594620.973003715
 10/05  05:00:00,2893253.075950134,44016734.64354536
 10/05  06:00:00,3027145.2556657647,44086724.63238913
 10/05  07:00:00,3756845.896767384,46038730.95054997
 10/05  08:00:00,4606497.796777207,41472495.20407621
 10/05  09:00:00,4195338.343587856,35393977.42406658
 10/05  10:00:00,3389684.187240996,29843275.037839018
 10/05  11:00:00,3183232.613390627,25262865.139250703
 10/05  12:00:00,2977243.0820796145,17700671.263173718
 10/05  13:00:00,2756056.565019903,13389869.598935582
 10/05  14:00:00,2585197.336933866,9711946.177959338
 10/05  15:00:00,2499556.790878668,7219219.685855973
 10/05  16:00:00,2689870.306640226,11211306.10593636
 10/05  17:00:00,3337802.0615201183,14648075.040104175
 10/05  18:00:00,4563247.823572657,18303698.50295422
 10/05  19:00:00,5614916.59316138,21639600.067918286
 10/05  20:00:00,6537519.279588601,25261077.669037987
 10/05  21:00:00,6841950.631097612,30625578.19433482
 10/05  22:00:00,6412565.070117239,34117637.338617526
 10/05  23:00:00,5408533.1900769435,35809488.92866054
 10/05  24:00:00,4390453.358958657,37234515.39052815
 10/06  01:00:00,3352630.0643822476,39017668.36815822
 10/06  02:00:00,3015304.89177476,40377299.36737581
 10/06  03:00:00,2876413.9174024276,41394397.77543321
 10/06  04:00:00,2847461.053966516,41907745.10258285
 10/06  05:00:00,2815348.604428874,41983796.37686201
 10/06  06:00:00,2989097.3887226204,43095299.49067435
 10/06  07:00:00,3756228.900183096,46026924.34714902
 10/06  08:00:00,4402465.472138673,36152865.977486484
 10/06  09:00:00,3852035.760581115,26439492.765085485
 10/06  10:00:00,2935182.0270291553,17985727.624679476
 10/06  11:00:00,2666973.8184388895,11792447.002059978
 10/06  12:00:00,2496409.166370746,5154121.115828034
 10/06  13:00:00,2332077.436900763,2321177.822048558
 10/06  14:00:00,2294362.1114113242,2105438.5854229373
 10/06  15:00:00,2298258.827735585,1926996.479777188
 10/06  16:00:00,2333325.424265547,1861145.4928175884
 10/06  17:00:00,2853715.194418484,1970693.0240404897
 10/06  18:00:00,3950504.217940997,2296704.4928463474
 10/06  19:00:00,4998167.2775376905,5544211.57398515
 10/06  20:00:00,6027943.010345124,11964911.482463362
 10/06  21:00:00,6439257.504154721,20119398.612223364
 10/06  22:00:00,6099579.190806569,25952598.7687252
 10/06  23:00:00,5190337.37347666,30117953.24152218
 10/06  24:00:00,4238554.790376097,33272492.12803846
 10/07  01:00:00,3243899.2843880984,35493140.60726613
 10/07  02:00:00,2952460.165306705,38324171.2258524
 10/07  03:00:00,2843555.747618237,40263344.94688698
 10/07  04:00:00,2883395.7782579544,42698981.33935552
 10/07  05:00:00,2908641.8483115477,44139020.7942195
 10/07  06:00:00,3079375.8123314856,45013246.19859534
 10/07  07:00:00,3761935.7122579026,45058576.38030547
 10/07  08:00:00,4395107.442442149,33730158.15590896
 10/07  09:00:00,3854103.418027564,23111184.95849742
 10/07  10:00:00,2948027.2500511697,13655740.001059188
 10/07  11:00:00,2647690.5921230596,6057759.282079327
 10/07  12:00:00,2604179.8538333387,2608015.702111449
 10/07  13:00:00,2518848.692152244,2298120.6256205114
 10/07  14:00:00,2464416.797976331,2072309.311987046
 10/07  15:00:00,2442215.6954345447,1896777.5552891144
 10/07  16:00:00,2487248.2934691194,1816982.1242787847
 10/07  17:00:00,2993465.5998684186,1920809.4540192191
 10/07  18:00:00,4089096.4718632265,2241003.106923546
 10/07  19:00:00,5025519.149336568,2657248.051140626
 10/07  20:00:00,5821843.083751875,2935519.1193507966
 10/07  21:00:00,5946519.249183776,3632736.9935123073
 10/07  22:00:00,5608514.345436426,9473832.30347342
 10/07  23:00:00,4672630.611599239,13682226.038014958
 10/07  24:00:00,3682483.25967923,17144317.2042634
 10/08  01:00:00,2667438.2205751245,20447331.6729639
 10/08  02:00:00,2304715.2544484735,21416689.59521595
 10/08  03:00:00,2177891.559219115,22887673.527174216
 10/08  04:00:00,2218199.453189303,25335414.750787396
 10/08  05:00:00,2256862.515815609,27125910.067440286
 10/08  06:00:00,2455167.017754979,28720968.941554677
 10/08  07:00:00,3161221.061647971,29382188.944551
 10/08  08:00:00,3889529.1952114515,20539274.25710152
 10/08  09:00:00,3408209.536944331,11478890.613581415
 10/08  10:00:00,2555306.785223778,3411097.2079984136
 10/08  11:00:00,2528661.918825867,2929261.988931074
 10/08  12:00:00,2604179.8538333387,2571755.8227421967
 10/08  13:00:00,2518848.692152244,2253799.0704276324
 10/08  14:00:00,2464416.797976331,2028202.4681096368
 10/08  15:00:00,2442215.6954345447,1852407.3437435888
 10/08  16:00:00,2487248.2934691194,1789970.6051078183
 10/08  17:00:00,2993465.5998684186,1908250.6736419066
 10/08  18:00:00,4089096.4718632265,2229998.363658318
 10/08  19:00:00,5025519.149336568,2642447.673784823
 10/08  20:00:00,5821843.083751875,2925540.981799767
 10/08  21:00:00,5920054.919899468,2932115.0747738704
 10/08  22:00:00,5462714.769185754,5671207.242323568
 10/08  23:00:00,4565061.238802493,10878550.729251465
 10/08  24:00:00,3592964.9669445422,14810728.08545326
 10/09  01:00:00,2638659.1897501997,20386139.114406582
 10/09  02:00:00,2368224.6344092595,23489120.565555602
 10/09  03:00:00,2239523.088997047,24770908.43701158
 10/09  04:00:00,2231873.392418551,25840023.455503676
 10/09  05:00:00,2229085.2846369795,26682218.465053063
 10/09  06:00:00,2377780.8043989786,27143172.31678781
 10/09  07:00:00,3143716.74207576,30051413.102924936
 10/09  08:00:00,3825405.6524495347,21109094.752871465
 10/09  09:00:00,3308566.331958962,12274391.962970993
 10/09  10:00:00,2436678.3678811877,4993299.375138894
 10/09  11:00:00,2328030.4371509897,2946472.031370787
 10/09  12:00:00,2399089.9882951914,2588431.7319361186
 10/09  13:00:00,2332077.436900763,2275161.9644836835
 10/09  14:00:00,2294362.1114113242,2066485.5727740556
 10/09  15:00:00,2298258.827735585,1904814.1751855137
 10/09  16:00:00,2333325.424265547,1849318.716881662
 10/09  17:00:00,2853715.194418484,1956201.2011040517
 10/09  18:00:00,3950504.217940997,2271838.2893995685
 10/09  19:00:00,4889302.096693665,2680164.345254775
 10/09  20:00:00,5682756.195111462,2951196.154992572
 10/09  21:00:00,5833250.510648002,4317268.684709478
 10/09  22:00:00,5454308.050862059,9124073.913785078
 10/09  23:00:00,4537505.751856061,13089520.1704573
 10/09  24:00:00,3603058.051981333,16693227.36796974
 10/10  01:00:00,2634359.133527884,20275831.594834395
 10/10  02:00:00,2318173.52524002,22183614.061030444
 10/10  03:00:00,2285124.2422421905,25961825.042890962
 10/10  04:00:00,2322655.7295455267,28210219.96972589
 10/10  05:00:00,2366446.8309170683,30268532.070289563
 10/10  06:00:00,2593907.7090231585,32786715.332656868
 10/10  07:00:00,3329421.935511388,34903514.4373984
 10/10  08:00:00,4029038.4394625365,26431326.666061178
 10/10  09:00:00,3463570.2370633576,16327865.434548214
 10/10  10:00:00,2523016.3954686364,7253972.759116214
 10/10  11:00:00,2328030.4371509897,2958777.502439972
 10/10  12:00:00,2399089.9882951914,2598943.057868422
 10/10  13:00:00,2332077.436900763,2283727.3783865618
 10/10  14:00:00,2294362.1114113242,2070639.6432346094
 10/10  15:00:00,2298258.827735585,1906598.5683397576
 10/10  16:00:00,2333325.424265547,1859318.2111810637
 10/10  17:00:00,2853715.194418484,1964075.6514202843
 10/10  18:00:00,3950504.217940997,2283207.233334696
 10/10  19:00:00,4889302.096693665,2684894.3901216616
 10/10  20:00:00,5682756.195111462,2964225.943960649
 10/10  21:00:00,5872645.645915879,5348312.056418419
 10/10  22:00:00,5565729.434249059,12037939.014444787
 10/10  23:00:00,4687273.774622246,17003383.28416231
 10/10  24:00:00,3657859.289943351,18126975.871735748
 10/11  01:00:00,2590683.0761562507,19137693.28650041
 10/11  02:00:00,2349217.0372788985,22994979.964779794
 10/11  03:00:00,2287685.241963089,26029246.218585514
 10/11  04:00:00,2391652.744962338,30011746.969178095
 10/11  05:00:00,2417632.4353283974,31605347.360308424
 10/11  06:00:00,2638453.741728054,33951402.517514214
 10/11  07:00:00,3347866.954157242,35389580.11297441
 10/11  08:00:00,4207244.224579593,31089903.08585735
 10/11  09:00:00,3768741.829343732,24301341.348821905
 10/11  10:00:00,2922365.1022920725,17685429.836528566
 10/11  11:00:00,2658322.3746429267,11596753.590855202
 10/11  12:00:00,2486228.4945923504,4914060.991415196
 10/11  13:00:00,2332077.436900763,2346660.745129247
 10/11  14:00:00,2294362.1114113242,2127008.9848235683
 10/11  15:00:00,2298258.827735585,1962694.3763691983
 10/11  16:00:00,2333325.424265547,1887818.061320989
 10/11  17:00:00,2853715.194418484,1996386.6608123772
 10/11  18:00:00,3950504.217940997,2321295.9718725295
 10/11  19:00:00,4969247.450807355,4815186.415141637
 10/11  20:00:00,6016657.944089599,11699510.343993787
 10/11  21:00:00,6352911.725447418,17894357.74063941
 10/11  22:00:00,6017088.3846549075,23825379.16730423
 10/11  23:00:00,5061170.972572662,26767872.95598883
 10/11  24:00:00,4072661.340191181,28958074.407781437
 10/12  01:00:00,3017878.4993439517,30291011.140347548
 10/12  02:00:00,2630957.8890048354,30350456.62886121
 10/12  03:00:00,2509911.665031042,31830728.648686312
 10/12  04:00:00,2504558.7049502344,32959460.056593902
 10/12  05:00:00,2548532.454285708,35023005.3190607
 10/12  06:00:00,2732558.4328108313,36409771.29156914
 10/12  07:00:00,3469341.523332714,38565139.4342235
 10/12  08:00:00,4357301.541815866,35013782.000799425
 10/12  09:00:00,3963199.8195717647,29384881.292813227
 10/12  10:00:00,3112835.315008309,22664491.138893716
 10/12  11:00:00,2847396.9069687384,16538526.307296637
 10/12  12:00:00,2684458.8219903302,10093910.338487659
 10/12  13:00:00,2432629.6611729437,4977895.118273731
 10/12  14:00:00,2294362.1114113242,2141056.2554731485
 10/12  15:00:00,2298258.827735585,1967001.3228942915
 10/12  16:00:00,2333325.424265547,1889236.7890235363
 10/12  17:00:00,2853715.194418484,1986124.22341843
 10/12  18:00:00,3950504.217940997,2311274.2514566025
 10/12  19:00:00,4889302.096693665,2723730.030352256
 10/12  20:00:00,5801620.444642332,6091519.5821161475
 10/12  21:00:00,6167702.882952085,13065734.396976054
 10/12  22:00:00,5842224.7507171985,19266221.018646497
 10/12  23:00:00,4965300.332064104,24269790.055265
 10/12  24:00:00,4056530.0767005924,28540310.3973926
 10/13  01:00:00,3097785.559628543,32378882.01615489
 10/13  02:00:00,2788612.8734411625,34466859.16571194
 10/13  03:00:00,2706031.222254702,36950734.79111037
 10/13  04:00:00,2674335.404452629,37391708.386200346
