Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-08-03T13:00:00,2.31,0.0,0.0,1.05,0.33,0.08,0.26,0.01,0.09,0.01,0.02,0.14,0.05,0.05,0.25,0.0,0.59729,0.59729,0.0,0.00163,0.00163,0.0,0.00093,0.00093,0.0,0.26,0.18,1.02,0.36,0.0,8.04,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.05,0.06,1.11,0.19,6.34,-1.35,-1.85,0.4,0.0,0.19,2.49,111.82,78.0,45.85,26.91,0.0,87.98,64.44,30.0,6.93,35.5,290.69
2007-08-03T14:00:00,2.63,0.0,0.0,1.2,0.35,0.25,0.26,0.01,0.09,0.01,0.01,0.12,0.06,0.06,0.24,0.0,0.68028,0.68028,0.0,0.00185,0.00185,0.0,0.00106,0.00106,0.0,0.22,0.14,0.96,0.34,0.0,9.12,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.25,0.09,1.09,0.21,6.95,-1.41,-1.89,0.4,0.0,0.23,2.51,114.37,78.0,41.89,26.91,0.0,89.06,63.38,26.0,3.36,31.7,291.96
2007-08-03T15:00:00,2.84,0.0,0.0,1.29,0.35,0.33,0.26,0.01,0.08,0.01,0.01,0.12,0.05,0.07,0.25,0.0,0.69181,0.69181,0.0,0.00199,0.00199,0.0,0.00114,0.00114,0.0,0.23,0.15,0.9,0.32,0.0,9.91,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.41,0.12,1.1,0.21,7.66,-1.46,-1.91,0.58,0.0,0.26,2.53,112.73,78.17,56.43,26.91,0.0,89.96,63.03,24.0,9.17,25.36,294.49
2007-08-03T16:00:00,2.94,0.0,0.0,1.31,0.35,0.33,0.26,0.01,0.09,0.01,0.01,0.11,0.1,0.08,0.27,0.0,0.73006,0.73006,0.0,0.00206,0.00206,0.0,0.00117,0.00117,0.0,0.22,0.15,1.13,0.4,0.0,10.05,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.58,0.14,1.17,0.2,7.84,-1.53,-2.02,0.51,0.0,0.28,2.79,111.95,78.52,47.47,26.91,0.0,91.04,62.25,21.0,4.7,28.85,270.4
2007-08-03T17:00:00,3.08,0.0,0.0,1.31,0.35,0.34,0.28,0.02,0.1,0.02,0.01,0.11,0.16,0.1,0.29,0.0,0.89848,0.89848,0.0,0.00216,0.00216,0.0,0.00123,0.00123,0.0,0.22,0.19,1.48,0.52,0.0,10.23,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.73,0.16,1.3,0.19,7.25,-1.6,-2.12,0.49,0.0,0.3,3.29,109.34,78.86,46.71,26.91,0.0,91.04,61.63,20.0,4.7,21.56,253.92
2007-08-03T18:00:00,3.12,0.0,0.0,1.28,0.35,0.34,0.32,0.03,0.1,0.03,0.01,0.1,0.13,0.13,0.29,0.0,1.00714,1.00714,0.0,0.00218,0.00218,0.0,0.00125,0.00125,0.0,0.22,0.34,1.75,0.62,0.0,10.27,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.94,0.17,1.4,0.23,5.99,-1.71,-1.91,0.34,0.0,0.29,3.72,104.93,79.04,38.62,26.91,0.0,89.06,63.36,26.0,0.0,14.58,213.34
2007-08-03T19:00:00,3.45,0.0,0.0,1.19,0.35,0.68,0.41,0.03,0.1,0.04,0.01,0.1,0.07,0.19,0.28,0.0,1.14573,1.14573,0.0,0.00241,0.00241,0.0,0.00138,0.00138,0.0,0.22,0.43,1.74,0.61,0.0,10.34,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.25,0.19,1.4,0.24,3.63,-1.82,-1.09,0.13,0.0,0.24,3.99,95.93,78.85,37.31,26.91,0.0,82.94,63.96,38.0,8.05,6.66,132.82
2007-08-03T20:00:00,3.18,0.0,0.0,1.16,0.3,0.34,0.53,0.05,0.1,0.03,0.01,0.11,0.04,0.23,0.26,0.0,1.05963,1.05963,0.0,0.0022,0.0022,0.0,0.00126,0.00126,0.0,0.22,0.35,1.6,0.56,0.0,10.2,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.72,0.2,1.23,0.13,-0.34,-1.94,0.68,0.09,0.0,0.09,4.43,88.1,78.21,57.23,26.91,0.0,80.06,63.19,42.0,12.75,0.0,0.0
2007-08-03T21:00:00,3.03,0.0,0.0,1.0,0.25,0.33,0.62,0.06,0.1,0.02,0.01,0.11,0.03,0.22,0.25,0.0,0.94895,0.94895,0.0,0.00209,0.00209,0.0,0.0012,0.0012,0.0,0.21,0.26,1.4,0.49,0.0,8.88,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.71,0.21,0.92,0.01,-0.42,-2.01,1.44,0.07,0.0,0.03,4.73,83.04,78.02,76.76,26.91,0.0,78.98,61.29,39.0,16.11,0.0,0.0
2007-08-03T22:00:00,2.44,0.0,0.0,0.81,0.15,0.33,0.45,0.05,0.09,0.01,0.01,0.09,0.02,0.13,0.22,0.0,0.81898,0.81898,0.0,0.00165,0.00165,0.0,0.00094,0.00094,0.0,0.14,0.17,1.11,0.39,0.0,7.26,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1.53,0.18,0.92,-0.03,-0.44,-1.87,1.66,0.01,0.0,0.02,3.74,79.93,78.0,90.51,26.91,0.0,78.08,60.61,39.0,18.34,0.0,0.0
2007-08-03T23:00:00,1.28,0.0,0.0,0.47,0.07,0.03,0.2,0.03,0.08,0.01,0.0,0.05,0.01,0.06,0.2,0.0,0.44947,0.44947,0.0,0.00085,0.00085,0.0,0.00049,0.00049,0.0,0.07,0.12,0.76,0.27,0.0,4.19,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.29,0.15,1.03,-0.05,-0.54,-1.7,1.69,-0.06,-1.37,0.0,2.52,77.72,78.0,70.1,26.91,1579.66,77.0,60.76,42.0,14.99,0.0,0.0
2007-08-04T00:00:00,1.02,0.0,0.0,0.23,0.0,0.29,0.1,0.02,0.08,0.0,0.0,0.02,0.01,0.02,0.19,0.0,0.35304,0.35304,0.0,0.00068,0.00068,0.0,0.00039,0.00039,0.0,0.04,0.06,0.35,0.12,0.0,2.01,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.05,0.12,1.09,-0.06,-0.68,-1.59,1.56,-0.09,-2.29,-0.02,2.04,75.77,78.0,51.89,26.91,1254.84,75.92,59.93,42.0,11.63,0.0,0.0
2007-08-04T01:00:00,0.38,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.14566,0.14566,0.0,0.00027,0.00027,0.0,0.00015,0.00015,0.0,0.03,0.03,0.17,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.84,0.09,1.12,-0.08,-1.05,-1.52,1.5,-0.29,-5.45,-0.05,1.84,72.66,77.11,62.71,26.91,1192.23,71.96,58.64,48.0,12.75,0.0,0.0
2007-08-04T02:00:00,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.13299,0.13299,0.0,0.00024,0.00024,0.0,0.00014,0.00014,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.86,0.1,0.76,-0.11,-1.28,-1.45,2.7,-0.32,-3.77,-0.14,1.73,69.63,76.95,45.29,26.91,537.05,69.08,57.69,53.0,8.05,0.0,0.0
2007-08-04T03:00:00,0.33,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13079,0.13079,0.0,0.00023,0.00023,0.0,0.00013,0.00013,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.67,0.07,0.78,-0.14,-1.61,-1.36,2.5,-0.51,-4.05,-0.19,1.69,66.5,76.4,54.55,26.91,435.14,66.02,57.17,61.0,9.17,0.0,0.0
2007-08-04T04:00:00,0.66,0.0,0.0,0.0,0.0,0.32,0.04,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.27425,0.27425,0.0,0.00046,0.00046,0.0,0.00026,0.00026,0.0,0.03,0.01,0.29,0.1,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.58,0.06,0.61,-0.16,-1.55,-1.26,2.83,-0.42,-3.03,-0.26,1.71,64.55,76.19,46.6,26.91,332.27,66.02,56.67,59.0,6.93,0.0,0.0
2007-08-04T05:00:00,0.42,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.16381,0.16381,0.0,0.0003,0.0003,0.0,0.00017,0.00017,0.0,0.05,0.04,0.99,0.35,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.37,0.04,0.59,-0.16,-1.21,-1.17,2.45,-0.32,-3.32,-0.25,1.9,65.54,75.87,52.44,26.91,550.1,69.08,57.12,51.0,10.29,0.0,0.0
2007-08-04T06:00:00,1.32,0.0,0.0,0.0,0.0,0.69,0.24,0.02,0.08,0.01,0.01,0.03,0.03,0.01,0.2,0.0,0.46591,0.46591,0.0,0.00092,0.00092,0.0,0.00053,0.00053,0.0,0.1,0.08,2.26,0.8,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.23,0.02,0.49,-0.14,-1.3,-1.13,2.37,-0.37,-3.08,-0.17,2.42,65.28,75.63,53.67,26.91,452.27,68.0,57.85,57.0,10.29,0.0,0.0
2007-08-04T07:00:00,1.23,0.0,0.0,0.0,0.04,0.42,0.31,0.02,0.08,0.01,0.01,0.06,0.05,0.02,0.23,0.0,0.39016,0.39016,0.0,0.00088,0.00088,0.0,0.0005,0.0005,0.0,0.22,0.12,2.54,0.89,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.57,-0.62,0.0,0.45,-0.09,6.05,-1.08,-0.57,-0.18,-3.17,-0.19,2.73,71.09,76.26,47.05,26.91,830.15,71.96,60.67,55.0,10.29,19.97,206.68
2007-08-04T08:00:00,1.66,0.0,0.0,0.11,0.15,0.62,0.3,0.02,0.08,0.02,0.02,0.1,0.05,0.04,0.24,0.0,0.48444,0.48444,0.0,0.00123,0.00123,0.0,0.0007,0.0007,0.0,0.32,0.22,2.32,0.82,0.0,1.05,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,-0.77,-0.02,0.76,-0.0,7.11,-1.02,-1.58,-0.08,0.0,-0.09,2.54,78.85,77.97,32.52,26.91,0.0,75.02,62.97,54.0,8.05,36.77,206.68
2007-08-04T09:00:00,2.06,0.0,0.0,0.51,0.22,0.46,0.29,0.02,0.08,0.02,0.02,0.14,0.05,0.05,0.24,0.0,0.54244,0.54244,0.0,0.00148,0.00148,0.0,0.00084,0.00084,0.0,0.38,0.25,1.96,0.69,0.0,4.42,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,-1.1,-0.05,1.48,0.02,7.96,-1.0,-4.01,0.08,0.0,-0.03,2.48,88.26,78.0,44.86,26.91,0.0,80.06,63.89,44.0,10.29,31.7,257.4
2007-08-04T10:00:00,2.47,0.0,0.0,0.77,0.27,0.56,0.28,0.01,0.08,0.02,0.02,0.16,0.05,0.06,0.24,0.0,0.63887,0.63887,0.0,0.00176,0.00176,0.0,0.001,0.001,0.0,0.37,0.22,1.62,0.57,0.0,6.31,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31,-0.75,-0.01,1.35,0.07,8.34,-1.17,-3.03,0.46,0.0,0.05,2.49,94.89,78.0,75.79,26.91,0.0,84.92,63.06,32.0,14.99,34.87,266.91
2007-08-04T11:00:00,2.47,0.0,0.0,0.94,0.29,0.33,0.27,0.01,0.08,0.02,0.02,0.16,0.05,0.06,0.24,0.0,0.62292,0.62292,0.0,0.00174,0.00174,0.0,0.00099,0.00099,0.0,0.33,0.19,1.36,0.48,0.0,7.85,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,-0.39,0.02,1.26,0.12,7.85,-1.3,-2.21,0.49,0.0,0.16,2.52,97.91,78.0,82.1,26.91,0.0,84.92,63.83,34.0,16.11,63.4,231.09
2007-08-04T12:00:00,2.54,0.0,0.0,1.01,0.31,0.33,0.26,0.01,0.09,0.01,0.02,0.15,0.06,0.07,0.25,0.0,0.63648,0.63648,0.0,0.00179,0.00179,0.0,0.00102,0.00102,0.0,0.3,0.16,1.16,0.41,0.0,8.31,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.02,0.05,1.2,0.15,6.61,-1.4,-1.45,0.38,0.0,0.16,2.56,103.53,78.0,53.94,26.91,0.0,86.0,65.9,37.0,10.29,40.58,282.13
2007-08-04T13:00:00,2.65,0.0,0.0,1.11,0.34,0.33,0.26,0.01,0.09,0.01,0.02,0.14,0.05,0.08,0.25,0.0,0.68372,0.68372,0.0,0.00187,0.00187,0.0,0.00107,0.00107,0.0,0.26,0.18,1.02,0.36,0.0,8.95,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.2,0.08,1.17,0.18,6.42,-1.46,-1.25,0.43,0.0,0.19,2.57,108.72,78.0,49.11,26.91,0.0,87.98,65.72,33.0,8.05,34.24,292.59
2007-08-04T14:00:00,2.45,0.0,0.0,1.23,0.35,0.0,0.26,0.01,0.09,0.01,0.01,0.12,0.06,0.09,0.24,0.0,0.63205,0.63205,0.0,0.00172,0.00172,0.0,0.00098,0.00098,0.0,0.22,0.14,0.96,0.34,0.0,9.97,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.28,0.1,1.16,0.19,7.49,-1.51,-1.55,0.46,0.0,0.23,2.61,109.97,78.0,52.91,26.91,0.0,87.98,64.41,30.0,9.17,49.13,276.74
2007-08-04T15:00:00,2.87,0.0,0.0,1.29,0.35,0.33,0.26,0.01,0.08,0.01,0.01,0.12,0.05,0.1,0.25,0.0,0.69882,0.69882,0.0,0.00201,0.00201,0.0,0.00115,0.00115,0.0,0.23,0.15,0.9,0.32,0.0,10.35,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.5,0.13,1.17,0.23,7.64,-1.56,-1.37,0.54,0.0,0.23,2.64,108.91,78.2,52.88,26.91,0.0,89.96,65.83,30.0,8.05,104.93,92.56
2007-08-04T16:00:00,2.93,0.0,0.0,1.28,0.35,0.33,0.26,0.01,0.09,0.01,0.01,0.11,0.1,0.1,0.27,0.0,0.7272,0.7272,0.0,0.00205,0.00205,0.0,0.00117,0.00117,0.0,0.22,0.15,1.13,0.4,0.0,10.47,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.54,0.14,1.25,0.25,8.01,-1.61,-1.73,0.38,0.0,0.28,2.86,108.89,78.48,41.44,26.91,0.0,89.06,64.73,29.0,3.36,64.67,191.47
2007-08-04T17:00:00,3.05,0.0,0.0,1.28,0.33,0.34,0.28,0.02,0.1,0.02,0.01,0.11,0.16,0.11,0.29,0.0,0.88651,0.88651,0.0,0.00213,0.00213,0.0,0.00122,0.00122,0.0,0.22,0.19,1.48,0.52,0.0,10.42,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.11,0.16,1.34,0.23,3.3,-1.68,-0.31,0.43,0.0,0.25,3.31,103.57,78.35,47.08,26.91,0.0,89.06,64.66,29.0,6.93,55.16,5.71
2007-08-04T18:00:00,3.2,0.0,0.0,1.18,0.3,0.56,0.32,0.03,0.1,0.03,0.01,0.1,0.13,0.12,0.29,0.0,1.02661,1.02661,0.0,0.00223,0.00223,0.0,0.00127,0.00127,0.0,0.22,0.34,1.75,0.62,0.0,9.87,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.4,0.18,1.23,0.16,1.0,-1.77,0.53,0.34,0.0,0.24,3.69,95.61,78.04,48.75,26.91,0.0,86.0,65.09,35.0,9.17,13.95,0.0
2007-08-04T19:00:00,2.98,0.0,0.0,1.02,0.26,0.46,0.41,0.03,0.1,0.04,0.01,0.1,0.07,0.16,0.28,0.0,0.97828,0.97828,0.0,0.00206,0.00206,0.0,0.00118,0.00118,0.0,0.22,0.43,1.74,0.61,0.0,9.01,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,1.28,0.19,1.08,0.11,2.14,-1.83,0.34,0.1,0.0,0.18,3.91,89.6,78.01,29.25,26.91,0.0,82.04,64.74,42.0,5.82,13.31,52.94
2007-08-04T20:00:00,2.78,0.0,0.0,0.88,0.24,0.34,0.53,0.04,0.1,0.03,0.01,0.11,0.04,0.19,0.26,0.0,0.9278,0.9278,0.0,0.00193,0.00193,0.0,0.0011,0.0011,0.0,0.22,0.35,1.6,0.56,0.0,7.81,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.39,0.17,1.04,0.06,-0.23,-1.85,1.09,0.05,0.0,0.09,4.29,85.21,78.0,19.95,26.91,0.0,80.96,64.61,44.0,3.36,0.0,0.0
2007-08-04T21:00:00,2.7,0.0,0.0,0.78,0.2,0.33,0.62,0.05,0.1,0.02,0.01,0.11,0.03,0.18,0.25,0.0,0.84765,0.84765,0.0,0.00187,0.00187,0.0,0.00107,0.00107,0.0,0.21,0.26,1.4,0.49,0.0,6.94,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.18,0.15,1.03,0.0,-0.34,-1.86,0.86,0.04,0.0,0.07,4.58,81.86,78.0,24.51,26.91,0.0,80.06,63.89,44.0,5.82,0.0,0.0
2007-08-04T22:00:00,2.19,0.0,0.0,0.63,0.1,0.33,0.45,0.04,0.09,0.01,0.01,0.09,0.02,0.11,0.22,0.0,0.73353,0.73353,0.0,0.00148,0.00148,0.0,0.00084,0.00084,0.0,0.14,0.17,1.1,0.39,0.0,5.76,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.05,0.13,1.08,-0.03,-0.46,-1.77,1.04,0.0,0.0,0.05,3.66,79.0,78.0,36.8,26.91,0.0,78.08,62.64,45.0,9.17,0.0,0.0
2007-08-04T23:00:00,1.38,0.0,0.0,0.32,0.05,0.32,0.2,0.03,0.08,0.01,0.0,0.05,0.01,0.05,0.2,0.0,0.49122,0.49122,0.0,0.00093,0.00093,0.0,0.00053,0.00053,0.0,0.07,0.12,0.76,0.27,0.0,2.92,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.11,1.15,-0.04,-0.43,-1.64,1.22,-0.07,-1.58,0.0,2.49,77.33,78.0,83.81,26.91,1811.12,77.0,62.76,48.0,17.22,0.0,0.0
2007-08-05T00:00:00,0.65,0.0,0.0,0.15,0.04,0.0,0.1,0.02,0.08,0.0,0.0,0.02,0.01,0.02,0.19,0.0,0.23441,0.23441,0.0,0.00045,0.00045,0.0,0.00026,0.00026,0.0,0.04,0.06,0.35,0.12,0.0,1.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.74,0.09,1.19,-0.05,-0.54,-1.56,1.2,-0.09,-2.3,-0.02,2.04,75.99,78.0,51.89,26.91,1254.83,75.92,61.88,48.0,11.63,0.0,0.0
2007-08-05T01:00:00,0.54,0.0,0.0,0.13,0.0,0.0,0.06,0.02,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.19492,0.19492,0.0,0.00036,0.00036,0.0,0.0002,0.0002,0.0,0.03,0.03,0.17,0.06,0.0,1.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.58,0.07,1.2,-0.06,-0.61,-1.51,1.12,-0.07,-1.84,-0.05,1.84,74.85,78.0,39.21,26.91,1008.42,75.92,60.26,43.0,9.17,0.0,0.0
2007-08-05T02:00:00,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.13299,0.13299,0.0,0.00024,0.00024,0.0,0.00014,0.00014,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.47,0.05,1.21,-0.07,-0.9,-1.47,1.12,-0.2,-4.63,-0.05,1.72,72.81,77.03,55.56,26.91,1309.49,73.04,59.53,48.0,11.63,0.0,0.0
2007-08-05T03:00:00,0.64,0.0,0.0,0.0,0.0,0.32,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.25793,0.25793,0.0,0.00045,0.00045,0.0,0.00026,0.00026,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.54,0.06,0.8,-0.09,-0.88,-1.42,2.38,-0.26,-4.75,-0.12,1.69,71.3,76.35,67.5,26.91,1219.89,71.96,59.53,51.0,13.87,0.0,0.0
2007-08-05T04:00:00,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.14175,0.14175,0.0,0.00024,0.00024,0.0,0.00014,0.00014,0.0,0.03,0.01,0.29,0.1,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.54,0.06,0.6,-0.1,-1.05,-1.33,2.93,-0.32,-3.87,-0.12,1.71,69.48,76.15,57.53,26.91,703.6,69.98,59.0,55.0,11.63,0.0,0.0
2007-08-05T05:00:00,0.75,0.0,0.0,0.0,0.0,0.33,0.1,0.02,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.29059,0.29059,0.0,0.00052,0.00052,0.0,0.0003,0.0003,0.0,0.05,0.04,0.99,0.35,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.4,0.04,0.61,-0.11,-1.06,-1.22,2.51,-0.27,-3.33,-0.15,1.9,68.43,76.04,50.93,26.91,617.02,69.98,59.0,55.0,10.29,0.0,0.0
2007-08-05T06:00:00,0.98,0.0,0.0,0.0,0.0,0.34,0.24,0.02,0.08,0.01,0.01,0.03,0.03,0.01,0.2,0.0,0.3447,0.3447,0.0,0.00068,0.00068,0.0,0.00039,0.00039,0.0,0.1,0.08,2.26,0.8,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.25,0.02,0.6,-0.12,-1.06,-1.16,2.04,-0.27,-3.19,-0.15,2.42,67.97,75.87,50.75,26.91,604.93,69.98,59.01,55.0,10.29,0.0,0.0
2007-08-05T07:00:00,1.52,0.0,0.0,0.0,0.1,0.7,0.31,0.02,0.08,0.01,0.01,0.06,0.05,0.02,0.23,0.0,0.49432,0.49432,0.0,0.00112,0.00112,0.0,0.00064,0.00064,0.0,0.22,0.12,2.53,0.89,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-0.47,0.01,0.57,-0.06,5.28,-1.13,-0.55,-0.07,-1.72,-0.15,2.73,73.88,77.01,37.53,26.91,978.3,75.02,61.78,50.0,9.17,29.48,146.45
2007-08-05T08:00:00,1.66,0.0,0.0,0.33,0.19,0.35,0.3,0.02,0.08,0.02,0.02,0.1,0.05,0.04,0.24,0.0,0.47786,0.47786,0.0,0.00121,0.00121,0.0,0.00069,0.00069,0.0,0.32,0.22,2.32,0.82,0.0,2.75,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74,-0.86,-0.03,1.1,0.03,7.22,-1.06,-2.64,0.07,0.0,-0.02,2.54,83.31,77.96,25.93,26.91,0.0,80.96,62.47,38.0,4.7,36.14,194.95
2007-08-05T09:00:00,2.47,0.0,0.0,0.67,0.26,0.69,0.29,0.02,0.08,0.02,0.02,0.14,0.05,0.05,0.24,0.0,0.64979,0.64979,0.0,0.00177,0.00177,0.0,0.00101,0.00101,0.0,0.38,0.25,1.95,0.69,0.0,5.32,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,-0.99,-0.03,1.45,0.11,8.59,-1.11,-3.78,0.18,0.0,0.09,2.48,97.99,78.0,30.14,26.91,0.0,84.92,62.68,31.0,0.0,42.16,238.07
