Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-09-12T07:00:00,1.48,0.0,0.0,0.0,0.0,0.63,0.32,0.02,0.03,0.08,0.01,0.01,0.06,0.05,0.03,0.23,0.0,0.51929,0.51929,0.0,0.00103,0.00103,0.0,0.00059,0.00059,0.0,0.22,0.12,2.55,0.9,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.29,-0.59,-0.02,-0.27,-0.26,3.76,-0.48,1.4,-0.48,-0.67,-0.52,2.79,59.24,74.78,44.78,26.91,62.92,62.96,47.37,33.0,5.82,20.29,144.55
2007-09-12T08:00:00,1.61,0.0,0.0,0.0,0.0,0.7,0.32,0.02,0.03,0.08,0.02,0.02,0.1,0.05,0.03,0.24,0.0,0.46319,0.46319,0.0,0.00113,0.00113,0.0,0.00064,0.00064,0.0,0.32,0.22,2.35,0.83,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05,-1.17,-0.07,0.24,-0.17,6.79,-0.33,-1.62,-0.2,-1.85,-0.2,2.58,69.12,75.76,38.99,26.91,361.03,69.98,51.21,29.0,8.05,22.82,223.48
2007-09-12T09:00:00,1.31,0.0,0.0,0.0,0.07,0.34,0.31,0.01,0.03,0.08,0.02,0.02,0.14,0.05,0.04,0.24,0.0,0.39625,0.39625,0.0,0.00096,0.00096,0.0,0.00055,0.00055,0.0,0.38,0.25,1.97,0.69,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.32,-1.39,-0.08,0.65,-0.07,8.69,-0.38,-3.19,-0.04,-1.2,-0.05,2.52,79.82,77.16,21.48,26.91,635.61,75.02,52.62,23.0,5.82,32.65,247.26
2007-09-12T10:00:00,1.68,0.0,0.0,0.2,0.14,0.44,0.3,0.01,0.03,0.08,0.02,0.02,0.16,0.05,0.04,0.24,0.0,0.48432,0.48432,0.0,0.00121,0.00121,0.0,0.00069,0.00069,0.0,0.37,0.22,1.65,0.58,0.0,2.18,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18,-1.4,-0.09,1.15,-0.01,8.9,-0.47,-4.55,0.0,0.0,0.04,2.51,89.72,77.98,32.08,26.91,0.0,78.08,52.21,17.0,8.05,39.94,250.11
2007-09-12T11:00:00,2.11,0.0,0.0,0.43,0.18,0.58,0.29,0.01,0.03,0.08,0.02,0.02,0.16,0.05,0.05,0.25,0.0,0.58666,0.58666,0.0,0.0015,0.0015,0.0,0.00086,0.00086,0.0,0.33,0.18,1.38,0.49,0.0,4.46,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,-1.09,-0.06,1.32,0.07,8.28,-0.67,-4.5,0.0,0.0,0.08,2.54,97.5,78.0,2.12,26.91,0.0,78.08,51.3,15.0,0.0,48.82,248.53
2007-09-12T12:00:00,2.04,0.0,0.0,0.57,0.22,0.33,0.28,0.01,0.03,0.09,0.01,0.02,0.15,0.06,0.05,0.25,0.0,0.56186,0.56186,0.0,0.00145,0.00145,0.0,0.00083,0.00083,0.0,0.29,0.16,1.17,0.41,0.0,5.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,-0.56,-0.01,1.17,0.13,7.2,-0.88,-3.18,0.02,0.0,0.06,2.57,104.26,78.0,13.71,26.91,0.0,80.06,50.74,11.0,0.0,37.72,280.23
2007-09-12T13:00:00,1.91,0.0,0.0,0.75,0.27,0.0,0.27,0.01,0.03,0.09,0.01,0.02,0.14,0.05,0.06,0.25,0.0,0.5211,0.5211,0.0,0.00136,0.00136,0.0,0.00078,0.00078,0.0,0.26,0.18,1.03,0.36,0.0,7.32,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.18,0.04,1.07,0.15,7.3,-1.02,-2.69,0.11,0.0,0.11,2.56,106.64,78.0,26.1,26.91,0.0,82.94,50.34,7.0,3.36,47.23,256.45
2007-09-12T14:00:00,2.44,0.0,0.0,0.93,0.32,0.33,0.27,0.01,0.03,0.09,0.01,0.01,0.12,0.06,0.06,0.25,0.0,0.62258,0.62258,0.0,0.00174,0.00174,0.0,0.00099,0.00099,0.0,0.22,0.14,0.97,0.34,0.0,8.89,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.08,1.02,0.15,8.15,-1.12,-2.6,0.19,0.0,0.18,2.57,108.3,78.0,31.62,26.91,0.0,84.92,50.14,5.0,3.36,34.24,283.71
2007-09-12T15:00:00,2.66,0.0,0.0,1.09,0.34,0.33,0.28,0.01,0.03,0.08,0.01,0.01,0.12,0.05,0.07,0.26,0.0,0.6769,0.6769,0.0,0.00187,0.00187,0.0,0.00107,0.00107,0.0,0.23,0.15,0.91,0.32,0.0,10.37,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.31,0.11,0.98,0.15,8.86,-1.2,-2.44,0.31,0.0,0.22,2.61,106.23,78.0,45.29,26.91,0.0,86.0,50.77,5.0,8.05,40.26,259.62
2007-09-12T16:00:00,2.85,0.0,0.0,1.18,0.32,0.33,0.29,0.01,0.03,0.09,0.01,0.01,0.11,0.1,0.08,0.27,0.0,0.76559,0.76559,0.0,0.00199,0.00199,0.0,0.00114,0.00114,0.0,0.22,0.15,1.14,0.4,0.0,11.08,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.7,0.14,0.95,0.14,7.65,-1.28,-1.67,0.34,0.0,0.25,2.88,103.38,78.0,43.98,26.91,0.0,87.08,51.85,6.0,6.93,51.99,176.57
2007-09-12T17:00:00,2.86,0.0,0.0,1.05,0.26,0.34,0.32,0.02,0.03,0.1,0.02,0.01,0.11,0.16,0.1,0.29,0.0,0.86504,0.86504,0.0,0.00196,0.00196,0.0,0.00112,0.00112,0.0,0.22,0.19,1.5,0.53,0.0,10.87,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.98,0.17,0.91,0.1,6.01,-1.38,-1.05,0.14,0.0,0.27,3.45,95.67,78.0,52.97,26.91,0.0,80.96,51.12,11.0,11.63,39.31,167.69
2007-09-12T18:00:00,2.62,0.0,0.0,0.8,0.05,0.34,0.39,0.03,0.03,0.1,0.03,0.01,0.1,0.13,0.14,0.3,0.0,0.86058,0.86058,0.0,0.00172,0.00172,0.0,0.00098,0.00098,0.0,0.22,0.33,1.77,0.62,0.0,8.53,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,1.63,0.18,0.86,0.04,-0.33,-1.45,1.13,0.0,0.0,0.13,3.99,87.53,78.0,50.09,26.91,0.0,78.08,50.06,12.0,11.63,4.44,0.0
2007-09-12T19:00:00,2.25,0.0,0.0,0.15,0.0,0.68,0.52,0.03,0.03,0.1,0.04,0.01,0.1,0.07,0.19,0.28,0.0,0.78252,0.78252,0.0,0.00154,0.00154,0.0,0.00088,0.00088,0.0,0.22,0.43,1.76,0.62,0.0,1.69,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.53,0.17,0.81,-0.07,-1.32,-1.51,0.98,-0.29,-4.96,0.06,4.39,78.46,78.0,47.44,26.91,808.28,71.06,48.92,20.0,9.17,0.0,0.0
2007-09-12T20:00:00,1.84,0.0,0.0,0.0,0.0,0.34,0.63,0.05,0.03,0.1,0.03,0.01,0.11,0.04,0.24,0.26,0.0,0.61061,0.61061,0.0,0.00129,0.00129,0.0,0.00074,0.00074,0.0,0.22,0.35,1.61,0.57,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.29,0.15,0.75,-0.13,-1.43,-1.56,0.75,-0.38,-5.5,-0.11,4.83,73.65,78.01,53.93,26.91,775.84,69.98,48.53,21.0,10.29,0.0,0.0
2007-09-12T21:00:00,1.84,0.0,0.0,0.0,0.0,0.34,0.67,0.06,0.03,0.1,0.02,0.01,0.11,0.03,0.23,0.25,0.0,0.63654,0.63654,0.0,0.00129,0.00129,0.0,0.00074,0.00074,0.0,0.21,0.26,1.41,0.5,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.04,0.11,0.72,-0.18,-2.19,-1.56,0.93,-1.02,-6.7,-0.13,4.93,66.83,76.92,76.41,26.91,501.57,62.06,48.02,38.0,12.75,0.0,0.0
2007-09-12T22:00:00,1.44,0.0,0.0,0.0,0.0,0.33,0.44,0.05,0.03,0.09,0.01,0.01,0.09,0.02,0.14,0.22,0.0,0.53375,0.53375,0.0,0.001,0.001,0.0,0.00057,0.00057,0.0,0.14,0.17,1.12,0.39,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,1.08,0.11,0.33,-0.23,-2.41,-1.43,2.92,-1.4,-5.89,-0.33,3.73,61.64,76.01,85.42,26.91,358.72,57.92,45.82,42.0,13.87,0.0,0.0
2007-09-12T23:00:00,1.01,0.0,0.0,0.0,0.0,0.32,0.2,0.03,0.03,0.08,0.01,0.0,0.05,0.01,0.06,0.2,0.0,0.37533,0.37533,0.0,0.00071,0.00071,0.0,0.0004,0.0004,0.0,0.07,0.12,0.77,0.27,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.99,0.1,0.13,-0.26,-2.57,-1.21,4.04,-1.41,-3.98,-0.4,2.53,57.87,75.65,74.95,26.91,212.04,55.04,44.22,45.0,10.29,0.0,0.0
2007-09-13T00:00:00,0.49,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.08,0.0,0.0,0.02,0.01,0.02,0.2,0.0,0.18647,0.18647,0.0,0.00035,0.00035,0.0,0.0002,0.0002,0.0,0.04,0.06,0.35,0.12,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.72,0.06,0.15,-0.29,-2.63,-0.97,3.82,-1.29,-2.85,-0.46,2.06,55.16,75.34,66.17,26.91,145.8,53.96,42.93,43.0,5.82,0.0,0.0
2007-09-13T01:00:00,0.48,0.0,0.0,0.06,0.0,0.0,0.06,0.02,0.03,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.19085,0.19085,0.0,0.00034,0.00034,0.0,0.00019,0.00019,0.0,0.03,0.03,0.18,0.06,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.5,0.03,0.15,-0.32,-3.15,-0.79,3.72,-1.95,-3.23,-0.47,1.85,51.17,74.27,83.35,26.91,138.32,48.92,39.69,47.0,10.29,0.0,0.0
2007-09-13T02:00:00,0.44,0.0,0.0,0.06,0.0,0.0,0.04,0.02,0.03,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.18534,0.18534,0.0,0.00031,0.00031,0.0,0.00018,0.00018,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.46,0.02,-0.14,-0.36,-3.58,-0.61,4.81,-2.45,-1.87,-0.6,1.73,46.73,73.52,89.0,26.91,67.86,44.06,36.57,52.0,10.29,0.0,0.0
2007-09-13T03:00:00,0.74,0.0,0.0,0.06,0.0,0.32,0.04,0.02,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.29981,0.29981,0.0,0.00052,0.00052,0.0,0.0003,0.0003,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.28,0.0,-0.28,-0.38,-3.19,-0.39,4.87,-2.04,-0.74,-0.7,1.71,45.81,73.3,83.59,26.91,30.55,46.94,36.78,40.0,10.29,0.0,0.0
2007-09-13T04:00:00,0.44,0.0,0.0,0.06,0.0,0.0,0.04,0.02,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.18637,0.18637,0.0,0.00031,0.00031,0.0,0.00018,0.00018,0.0,0.03,0.01,0.29,0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,-0.03,-0.22,-0.37,-3.07,-0.19,4.2,-1.98,-0.45,-0.6,1.73,45.88,73.0,85.7,26.91,19.53,48.02,36.67,35.0,11.63,0.0,0.0
2007-09-13T05:00:00,0.85,0.0,0.0,0.06,0.0,0.33,0.11,0.02,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.3504,0.3504,0.0,0.0006,0.0006,0.0,0.00034,0.00034,0.0,0.05,0.04,1.0,0.35,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.14,-0.06,-0.24,-0.36,-3.19,-0.06,3.93,-2.01,0.0,-0.57,1.94,44.59,72.65,81.31,26.91,0.0,46.04,36.1,40.0,9.17,0.0,0.0
2007-09-13T06:00:00,1.09,0.0,0.0,0.06,0.0,0.34,0.25,0.02,0.03,0.08,0.01,0.01,0.03,0.03,0.02,0.21,0.0,0.40976,0.40976,0.0,0.00076,0.00076,0.0,0.00043,0.00043,0.0,0.1,0.08,2.29,0.81,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,-0.3,-0.08,-0.31,-0.36,-3.03,0.03,3.63,-2.03,0.0,-0.62,2.48,44.93,72.29,86.33,26.91,0.0,46.94,37.16,42.0,11.63,0.0,0.0
2007-09-13T07:00:00,1.54,0.0,0.0,0.0,0.0,0.7,0.32,0.02,0.03,0.08,0.01,0.01,0.06,0.05,0.03,0.23,0.0,0.5434,0.5434,0.0,0.00108,0.00108,0.0,0.00062,0.00062,0.0,0.22,0.12,2.56,0.9,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,-0.99,-0.09,-0.37,-0.34,2.34,0.11,1.35,-1.67,0.0,-0.58,2.79,49.81,72.62,83.86,26.91,0.0,51.08,40.05,40.0,12.75,15.53,138.53
2007-09-13T08:00:00,1.33,0.0,0.0,0.0,0.0,0.41,0.32,0.02,0.03,0.08,0.02,0.02,0.1,0.05,0.03,0.24,0.0,0.38141,0.38141,0.0,0.00093,0.00093,0.0,0.00053,0.00053,0.0,0.32,0.22,2.36,0.83,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.68,-1.13,-0.12,-0.18,-0.27,3.16,0.19,0.48,-1.5,0.0,-0.47,2.58,54.61,73.1,81.53,26.91,0.0,53.06,40.51,35.0,12.75,45.01,102.71
2007-09-13T09:00:00,1.58,0.0,0.0,0.0,0.0,0.63,0.31,0.01,0.03,0.08,0.02,0.02,0.14,0.05,0.04,0.24,0.0,0.45886,0.45886,0.0,0.00111,0.00111,0.0,0.00063,0.00063,0.0,0.38,0.25,1.96,0.69,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,-0.99,-0.12,0.02,-0.2,1.57,0.19,0.42,-1.17,-0.14,-0.43,2.53,58.41,73.33,73.68,26.91,8.57,55.94,41.28,29.0,11.63,69.74,11.73
2007-09-13T10:00:00,1.3,0.0,0.0,0.0,0.0,0.34,0.3,0.01,0.03,0.08,0.02,0.02,0.16,0.05,0.04,0.24,0.0,0.36207,0.36207,0.0,0.00091,0.00091,0.0,0.00052,0.00052,0.0,0.37,0.22,1.65,0.58,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.88,-1.31,-0.12,0.09,-0.15,4.82,0.14,-1.23,-1.06,-0.52,-0.36,2.52,63.52,73.73,79.2,26.91,39.06,59.0,42.71,26.0,13.87,96.68,77.03
2007-09-13T11:00:00,1.29,0.0,0.0,0.0,0.0,0.34,0.29,0.01,0.03,0.08,0.02,0.02,0.16,0.05,0.05,0.25,0.0,0.35492,0.35492,0.0,0.00091,0.00091,0.0,0.00052,0.00052,0.0,0.33,0.18,1.38,0.49,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,-1.49,-0.11,0.22,-0.11,7.25,0.07,-2.34,-0.72,-1.07,-0.29,2.55,72.22,74.53,69.11,26.91,102.74,62.96,44.29,22.0,12.75,71.32,212.39
2007-09-13T12:00:00,1.28,0.0,0.0,0.0,0.0,0.33,0.28,0.01,0.03,0.09,0.01,0.02,0.15,0.06,0.05,0.25,0.0,0.34715,0.34715,0.0,0.0009,0.0009,0.0,0.00051,0.00051,0.0,0.29,0.16,1.18,0.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.56,-1.33,-0.11,0.49,-0.07,6.28,0.0,-2.59,-0.49,-2.01,-0.2,2.58,79.42,75.05,60.66,26.91,247.8,66.02,45.41,19.0,11.63,56.11,243.77
2007-09-13T13:00:00,1.26,0.0,0.0,0.0,0.0,0.33,0.27,0.01,0.03,0.09,0.01,0.02,0.14,0.05,0.06,0.25,0.0,0.33681,0.33681,0.0,0.00088,0.00088,0.0,0.0005,0.0005,0.0,0.26,0.18,1.03,0.36,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,-1.17,-0.09,0.63,-0.04,6.03,-0.13,-2.7,-0.31,-1.76,-0.15,2.57,85.99,75.78,38.97,26.91,220.75,66.92,45.99,19.0,5.82,32.97,284.98
2007-09-13T14:00:00,1.24,0.0,0.0,0.0,0.0,0.33,0.27,0.01,0.03,0.09,0.01,0.01,0.12,0.06,0.06,0.25,0.0,0.31096,0.31096,0.0,0.00087,0.00087,0.0,0.0005,0.0005,0.0,0.22,0.14,0.97,0.34,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,-1.13,-0.07,0.85,-0.0,6.92,-0.26,-3.61,-0.25,-1.7,-0.14,2.58,91.22,76.66,32.31,26.91,220.12,68.0,46.62,19.0,0.0,45.33,255.5
2007-09-13T15:00:00,1.25,0.0,0.0,0.0,0.0,0.33,0.28,0.01,0.03,0.08,0.01,0.01,0.12,0.05,0.07,0.26,0.0,0.31647,0.31647,0.0,0.00088,0.00088,0.0,0.0005,0.0005,0.0,0.23,0.15,0.91,0.32,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.04,-0.05,1.1,-0.02,7.46,-0.41,-4.45,-0.63,-4.79,-0.13,2.61,86.9,76.25,68.92,26.91,520.61,66.02,45.72,20.0,12.75,58.33,233.31
2007-09-13T16:00:00,1.34,0.0,0.0,0.0,0.0,0.33,0.29,0.01,0.03,0.09,0.01,0.01,0.11,0.1,0.08,0.27,0.0,0.36116,0.36116,0.0,0.00094,0.00094,0.0,0.00054,0.00054,0.0,0.22,0.15,1.15,0.4,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.05,0.0,0.76,-0.04,2.82,-0.64,-1.21,-0.66,-4.6,-0.2,2.89,80.77,76.02,73.82,26.91,511.81,66.02,47.57,26.0,13.87,71.32,33.6
2007-09-13T17:00:00,1.5,0.0,0.0,0.0,0.0,0.34,0.32,0.02,0.03,0.1,0.02,0.01,0.11,0.16,0.1,0.29,0.0,0.46362,0.46362,0.0,0.00105,0.00105,0.0,0.0006,0.0006,0.0,0.22,0.19,1.5,0.53,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.45,0.03,0.56,-0.09,-0.86,-0.78,0.44,-0.65,-3.2,-0.19,3.45,73.39,76.2,54.89,26.91,268.34,62.96,45.7,27.0,8.05,20.29,0.0
2007-09-13T18:00:00,1.61,0.0,0.0,0.0,0.0,0.34,0.39,0.03,0.03,0.1,0.03,0.01,0.1,0.13,0.14,0.3,0.0,0.5631,0.5631,0.0,0.00112,0.00112,0.0,0.00064,0.00064,0.0,0.22,0.33,1.76,0.62,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.45,0.03,0.57,-0.16,-1.72,-0.85,0.21,-0.88,-3.87,-0.26,3.99,67.52,75.68,65.75,26.91,289.79,60.98,46.73,36.0,10.29,5.39,0.0
2007-09-13T19:00:00,2.06,0.0,0.0,0.0,0.0,0.68,0.52,0.03,0.03,0.1,0.04,0.01,0.1,0.07,0.19,0.28,0.0,0.73008,0.73008,0.0,0.00144,0.00144,0.0,0.00082,0.00082,0.0,0.22,0.43,1.77,0.62,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.46,0.03,0.29,-0.2,-2.0,-0.92,1.0,-1.31,-4.59,-0.31,4.39,63.54,74.79,97.65,26.91,343.5,60.08,46.3,37.0,17.22,0.0,0.0
2007-09-13T20:00:00,1.84,0.0,0.0,0.0,0.0,0.34,0.63,0.05,0.03,0.1,0.03,0.01,0.11,0.04,0.24,0.26,0.0,0.61065,0.61065,0.0,0.00129,0.00129,0.0,0.00074,0.00074,0.0,0.22,0.35,1.61,0.57,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.49,0.03,-0.06,-0.25,-2.7,-0.92,2.26,-1.78,0.0,-0.32,4.84,56.95,75.5,82.1,26.91,0.0,51.98,46.86,71.0,11.63,0.0,0.0
2007-09-13T21:00:00,1.84,0.0,0.0,0.0,0.0,0.34,0.67,0.06,0.03,0.1,0.02,0.01,0.11,0.03,0.23,0.25,0.0,0.63656,0.63656,0.0,0.00129,0.00129,0.0,0.00074,0.00074,0.0,0.21,0.26,1.41,0.5,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.11,-0.02,0.25,-0.3,-2.79,-0.83,0.75,-1.73,0.0,-0.5,4.94,54.55,75.7,78.92,26.91,0.0,51.98,46.86,71.0,10.29,0.0,0.0
2007-09-13T22:00:00,1.44,0.0,0.0,0.0,0.0,0.33,0.44,0.05,0.03,0.09,0.01,0.01,0.09,0.02,0.14,0.22,0.0,0.53377,0.53377,0.0,0.00101,0.00101,0.0,0.00057,0.00057,0.0,0.14,0.17,1.12,0.39,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,-0.02,-0.05,0.38,-0.31,-2.76,-0.72,0.88,-1.6,0.0,-0.52,3.74,52.79,75.3,71.34,26.91,0.0,51.08,46.59,74.0,5.82,0.0,0.0
2007-09-13T23:00:00,0.86,0.0,0.0,0.0,0.0,0.18,0.2,0.03,0.03,0.08,0.01,0.0,0.05,0.01,0.06,0.2,0.0,0.32064,0.32064,0.0,0.0006,0.0006,0.0,0.00034,0.00034,0.0,0.07,0.12,0.77,0.27,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.06,-0.05,0.27,-0.32,-2.87,-0.62,1.82,-1.74,0.0,-0.55,2.53,50.9,74.61,76.2,26.91,0.0,50.0,46.65,80.0,8.05,0.0,0.0
2007-09-14T00:00:00,0.7,0.0,0.0,0.06,0.0,0.14,0.1,0.02,0.03,0.08,0.0,0.0,0.02,0.01,0.02,0.2,0.0,0.26457,0.26457,0.0,0.00049,0.00049,0.0,0.00028,0.00028,0.0,0.04,0.06,0.35,0.12,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.11,-0.06,0.06,-0.32,-2.75,-0.51,2.61,-1.79,0.0,-0.57,2.06,49.71,74.0,76.84,26.91,0.0,48.92,46.14,83.0,8.05,0.0,0.0
2007-09-14T01:00:00,0.48,0.0,0.0,0.06,0.0,0.0,0.06,0.02,0.03,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.19085,0.19085,0.0,0.00034,0.00034,0.0,0.00019,0.00019,0.0,0.03,0.03,0.17,0.06,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.16,-0.06,-0.09,-0.32,-2.92,-0.36,3.08,-2.12,0.0,-0.58,1.85,48.6,73.29,90.52,26.91,0.0,48.02,45.78,86.0,12.75,0.0,0.0
2007-09-14T02:00:00,0.44,0.0,0.0,0.06,0.0,0.0,0.04,0.02,0.03,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.18534,0.18534,0.0,0.00031,0.00031,0.0,0.00018,0.00018,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.21,-0.07,-0.25,-0.32,-2.75,-0.2,3.44,-1.95,0.0,-0.59,1.74,48.38,72.77,88.29,26.91,0.0,48.92,45.63,80.0,12.75,0.0,0.0
