Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Vented Attic Temperature [F],Vented Crawlspace Temperature [F]
4938,1.05,0.0,0.0,0.0,74.19,68.5,72.55
4939,1.43,0.0,0.0,0.0,74.46,67.08,72.17
4940,3.49,0.0,0.0,0.0,74.16,63.7,71.33
4941,1.23,0.0,0.0,0.0,75.57,60.8,70.47
4942,1.31,0.0,0.0,0.0,75.89,57.77,69.58
4943,1.39,0.0,0.0,0.0,75.64,58.86,69.58
4944,0.71,0.0,0.0,0.0,75.25,57.78,69.15
4945,0.51,0.0,0.0,0.0,74.88,56.74,68.71
4946,0.76,0.0,0.0,0.0,74.47,55.61,68.27
4947,0.41,0.0,0.0,0.0,74.0,53.73,67.64
4948,0.39,0.0,0.0,0.0,73.63,53.65,67.33
4949,0.38,0.0,0.0,0.0,73.2,52.72,66.9
4950,0.47,0.0,0.0,0.0,73.5,55.94,67.43
4951,1.02,0.0,0.0,0.0,74.55,59.92,68.51
4952,0.85,0.0,0.0,0.0,73.29,66.14,69.59
4953,3.2,0.0,0.0,0.0,74.45,72.31,71.15
4954,1.17,0.0,0.0,0.0,76.25,77.62,73.01
4955,0.81,0.0,0.0,0.0,77.39,81.2,74.7
4956,1.97,0.0,0.0,0.0,77.59,80.33,75.06
4957,0.9,0.0,0.0,0.0,77.99,80.4,75.7
4958,0.79,0.0,0.0,0.0,78.0,78.04,76.06
4959,0.79,0.0,0.0,0.0,77.89,60.31,72.48
4960,1.11,0.0,0.0,0.0,74.94,68.29,73.17
4961,0.88,0.0,0.0,0.0,75.1,69.47,73.72
4962,1.05,0.0,0.0,0.0,75.66,69.68,73.74
4963,1.1,0.0,0.0,0.0,75.58,68.81,73.26
4964,1.83,0.0,0.0,0.0,76.98,63.99,71.8
4965,1.23,0.0,0.0,0.0,77.45,61.8,71.16
4966,1.31,0.0,0.0,0.0,77.23,60.35,70.66
4967,1.41,0.0,0.0,0.0,76.93,59.1,70.11
4968,0.71,0.0,0.0,0.0,76.48,57.14,69.43
4969,0.51,0.0,0.0,0.0,76.02,55.89,68.91
4970,0.44,0.0,0.0,0.0,75.66,53.97,68.6
4971,0.41,0.0,0.0,0.0,75.22,54.63,68.14
4972,0.39,0.0,0.0,0.0,74.85,54.49,67.83
4973,0.7,0.0,0.0,0.0,74.39,53.51,67.37
4974,1.5,0.0,0.0,0.0,74.73,56.47,67.76
4975,2.26,0.0,0.0,0.0,73.18,62.36,68.97
4976,1.17,0.0,0.0,0.0,74.39,68.92,70.54
4977,0.82,0.0,0.0,0.0,76.16,74.67,72.16
4978,0.79,0.0,0.0,0.0,76.9,77.44,73.52
4979,5.41,0.0,0.0,0.0,77.4,81.06,75.01
4980,2.21,0.0,0.0,0.0,77.99,81.61,75.89
4981,1.34,0.0,0.0,0.0,78.0,82.88,76.73
4982,1.13,0.0,0.0,0.0,78.0,83.97,77.57
4983,1.38,0.0,0.0,0.0,78.0,84.16,78.2
4984,1.74,0.0,0.0,0.0,78.0,84.37,78.8
4985,1.76,0.0,0.0,0.0,78.0,84.97,79.35
4986,2.34,0.0,0.0,0.0,78.0,81.92,79.41
4987,2.02,0.0,0.0,0.0,78.0,85.73,79.17
4988,2.12,0.0,0.0,0.0,78.0,76.84,78.31
4989,1.64,0.0,0.0,0.0,78.0,72.46,76.69
4990,1.9,0.0,0.0,0.0,77.17,70.96,75.13
4991,1.32,0.0,0.0,0.0,76.15,66.32,74.43
4992,0.71,0.0,0.0,0.0,75.86,65.05,73.78
4993,0.51,0.0,0.0,0.0,75.08,63.02,72.95
4994,1.15,0.0,0.0,0.0,76.61,61.03,72.15
4995,0.41,0.0,0.0,0.0,76.95,59.91,71.59
4996,0.39,0.0,0.0,0.0,76.48,58.79,71.02
4997,0.38,0.0,0.0,0.0,76.1,57.69,70.45
4998,3.86,0.0,0.0,0.0,73.09,61.57,70.93
4999,0.79,0.0,0.0,0.0,74.24,66.48,71.9
5000,0.85,0.0,0.0,0.0,76.06,71.85,73.25
5001,0.86,0.0,0.0,0.0,77.98,78.58,75.49
5002,1.37,0.0,0.0,0.0,78.0,84.53,77.12
5003,1.1,0.0,0.0,0.0,78.0,102.59,78.37
5004,1.88,0.0,0.0,0.0,78.0,87.61,79.27
5005,3.39,0.0,0.0,0.0,78.0,91.06,80.28
5006,1.86,0.0,0.0,0.0,78.0,90.41,80.97
5007,1.7,0.0,0.0,0.0,78.0,90.51,81.62
5008,2.24,0.0,0.0,0.0,78.0,90.88,82.4
5009,2.11,0.0,0.0,0.0,78.0,89.74,82.78
5010,2.65,0.0,0.0,0.0,78.0,87.25,82.81
5011,3.4,0.0,0.0,0.0,78.0,84.13,82.32
5012,2.2,0.0,0.0,0.0,78.0,77.94,80.9
5013,2.44,0.0,0.0,0.0,78.0,75.46,79.65
5014,6.16,0.0,0.0,0.0,78.0,75.9,79.36
5015,1.23,0.0,0.0,0.0,77.86,73.1,78.22
5016,0.71,0.0,0.0,0.0,76.89,70.11,76.95
5017,0.51,0.0,0.0,0.0,75.77,67.04,75.85
5018,0.75,0.0,0.0,0.0,75.44,65.04,75.02
5019,0.41,0.0,0.0,0.0,74.84,62.23,74.0
5020,0.93,0.0,0.0,0.0,74.46,61.85,73.55
5021,2.7,0.0,0.0,0.0,73.64,61.81,73.15
5022,0.47,0.0,0.0,0.0,73.75,61.85,72.85
5023,1.94,0.0,0.0,0.0,74.29,67.67,73.83
5024,0.85,0.0,0.0,0.0,76.23,73.8,75.3
5025,0.91,0.0,0.0,0.0,77.97,80.36,77.64
5026,1.81,0.0,0.0,0.0,78.0,87.01,79.27
5027,1.47,0.0,0.0,0.0,78.0,90.9,80.53
5028,1.35,0.0,0.0,0.0,78.0,92.26,81.6
5029,1.88,0.0,0.0,0.0,78.0,93.74,82.62
5030,1.61,0.0,0.0,0.0,78.0,97.35,83.36
5031,1.8,0.0,0.0,0.0,78.0,94.08,84.02
5032,1.97,0.0,0.0,0.0,78.0,93.32,84.5
5033,3.34,0.0,0.0,0.0,78.0,92.58,84.99
5034,2.7,0.0,0.0,0.0,78.0,89.63,84.65
5035,2.48,0.0,0.0,0.0,78.0,85.6,84.03
5036,1.64,0.0,0.0,0.0,78.0,75.88,81.72
5037,1.29,0.0,0.0,0.0,78.0,72.13,79.75
5038,1.52,0.0,0.0,0.0,78.0,73.89,79.73
5039,1.38,0.0,0.0,0.0,77.9,71.98,78.85
5040,0.71,0.0,0.0,0.0,76.4,69.13,77.57
5041,0.51,0.0,0.0,0.0,75.8,68.97,77.19
5042,0.44,0.0,0.0,0.0,75.49,66.86,76.36
5043,0.51,0.0,0.0,0.0,75.17,67.7,76.15
5044,0.61,0.0,0.0,0.0,74.62,64.86,75.23
5045,0.38,0.0,0.0,0.0,73.94,62.88,74.45
5046,0.47,0.0,0.0,0.0,74.17,66.49,74.88
5047,0.7,0.0,0.0,0.0,75.31,71.6,75.85
5048,0.85,0.0,0.0,0.0,77.74,77.83,77.47
5049,2.71,0.0,0.0,0.0,77.99,84.1,79.66
5050,1.15,0.0,0.0,0.0,78.0,89.87,81.24
5051,1.36,0.0,0.0,0.0,78.0,92.15,82.4
5052,1.48,0.0,0.0,0.0,78.0,92.93,83.05
5053,1.24,0.0,0.0,0.0,78.0,78.26,80.76
5054,1.54,0.0,0.0,0.0,78.0,84.67,82.44
5055,2.05,0.0,0.0,0.0,78.0,88.16,83.63
5056,2.04,0.0,0.0,0.0,78.0,84.01,83.24
5057,1.71,0.0,0.0,0.0,78.0,83.17,83.07
5058,2.21,0.0,0.0,0.0,78.0,80.7,82.64
5059,3.3,0.0,0.0,0.0,78.0,79.88,82.11
5060,1.96,0.0,0.0,0.0,78.0,76.91,80.81
5061,1.23,0.0,0.0,0.0,77.93,72.42,79.35
5062,1.31,0.0,0.0,0.0,76.91,69.47,78.14
5063,1.07,0.0,0.0,0.0,75.97,68.07,77.48
5064,1.03,0.0,0.0,0.0,75.9,66.14,76.64
5065,0.51,0.0,0.0,0.0,75.23,64.9,75.97
5066,0.44,0.0,0.0,0.0,74.58,63.94,75.39
5067,0.41,0.0,0.0,0.0,74.11,62.85,74.78
5068,0.39,0.0,0.0,0.0,73.73,60.91,74.03
5069,0.38,0.0,0.0,0.0,73.26,59.92,73.46
5070,0.47,0.0,0.0,0.0,73.37,61.69,73.51
5071,0.7,0.0,0.0,0.0,73.87,64.78,73.96
5072,1.18,0.0,0.0,0.0,74.35,69.16,74.84
5073,0.82,0.0,0.0,0.0,75.91,73.81,75.96
5074,1.13,0.0,0.0,0.0,77.68,78.54,77.41
5075,1.23,0.0,0.0,0.0,77.99,84.01,78.84
5076,1.02,0.0,0.0,0.0,78.0,87.72,80.25
5077,1.18,0.0,0.0,0.0,78.0,89.95,81.44
5078,1.41,0.0,0.0,0.0,78.0,94.74,82.84
5079,1.98,0.0,0.0,0.0,78.0,95.14,83.84
5080,1.84,0.0,0.0,0.0,78.0,94.45,84.63
5081,1.92,0.0,0.0,0.0,78.0,88.61,84.24
5082,2.51,0.0,0.0,0.0,78.0,87.96,84.39
5083,2.13,0.0,0.0,0.0,78.0,84.77,83.89
5084,1.95,0.0,0.0,0.0,78.0,80.69,82.83
5085,1.73,0.0,0.0,0.0,78.0,76.41,81.07
5086,1.56,0.0,0.0,0.0,78.0,74.5,80.19
5087,1.07,0.0,0.0,0.0,77.87,72.94,79.37
5088,1.92,0.0,0.0,0.0,76.9,71.27,78.54
5089,0.7,0.0,0.0,0.0,77.97,69.63,77.81
5090,0.64,0.0,0.0,0.0,78.0,68.01,77.09
5091,0.41,0.0,0.0,0.0,74.52,66.56,76.41
5092,0.39,0.0,0.0,0.0,74.27,64.94,75.73
5093,0.38,0.0,0.0,0.0,74.28,66.76,75.73
5094,0.47,0.0,0.0,0.0,75.96,64.07,74.91
5095,0.7,0.0,0.0,0.0,74.73,68.72,75.64
5096,1.17,0.0,0.0,0.0,76.23,68.12,75.42
5097,0.82,0.0,0.0,0.0,77.39,71.05,75.91
5098,3.16,0.0,0.0,0.0,77.84,71.53,76.19
5099,2.9,0.0,0.0,0.0,77.99,79.56,78.09
5100,1.08,0.0,0.0,0.0,78.0,82.22,79.42
5101,1.19,0.0,0.0,0.0,78.0,84.61,80.32
5102,1.63,0.0,0.0,0.0,78.0,86.69,80.98
5103,1.46,0.0,0.0,0.0,78.0,86.32,81.75
5104,1.43,0.0,0.0,0.0,78.0,85.22,81.99
5105,1.49,0.0,0.0,0.0,78.0,79.58,81.16
5106,1.63,0.0,0.0,0.0,78.0,66.96,77.74
5107,2.11,0.0,0.0,0.0,78.0,68.73,77.71
5108,4.02,0.0,0.0,0.0,78.0,66.0,76.61
5109,1.67,0.0,0.0,0.0,78.0,64.75,76.04
5110,1.71,0.0,0.0,0.0,78.0,66.15,75.96
5111,1.34,0.0,0.0,0.0,78.0,64.2,75.22
5112,1.23,0.0,0.0,0.0,78.0,66.05,75.27
5113,0.63,0.0,0.0,0.0,78.0,66.11,75.06
5114,0.49,0.0,0.0,0.0,78.0,64.89,74.56
5115,0.41,0.0,0.0,0.0,77.93,62.97,73.93
5116,0.71,0.0,0.0,0.0,77.74,62.89,73.64
5117,0.38,0.0,0.0,0.0,77.57,63.82,73.58
5118,0.47,0.0,0.0,0.0,77.55,65.67,73.72
5119,0.82,0.0,0.0,0.0,77.99,67.86,74.23
5120,1.55,0.0,0.0,0.0,78.0,73.06,75.45
5121,3.4,0.0,0.0,0.0,78.0,76.66,76.68
5122,1.91,0.0,0.0,0.0,78.0,81.68,78.6
5123,1.43,0.0,0.0,0.0,78.0,82.72,79.29
5124,2.54,0.0,0.0,0.0,78.0,86.18,80.39
5125,1.79,0.0,0.0,0.0,78.0,88.62,81.57
5126,1.74,0.0,0.0,0.0,78.0,87.21,82.07
5127,0.8,0.0,0.0,0.0,76.37,72.6,79.46
5128,1.51,0.0,0.0,0.0,77.92,74.05,78.71
5129,1.41,0.0,0.0,0.0,77.99,73.79,78.52
5130,1.61,0.0,0.0,0.0,78.0,77.94,79.56
5131,1.68,0.0,0.0,0.0,78.0,72.08,78.17
5132,2.32,0.0,0.0,0.0,78.0,70.15,77.06
5133,1.63,0.0,0.0,0.0,78.0,66.33,76.02
5134,1.7,0.0,0.0,0.0,78.0,68.93,76.21
5135,1.42,0.0,0.0,0.0,74.79,67.94,75.77
5136,0.71,0.0,0.0,0.0,77.02,64.95,74.86
5137,0.51,0.0,0.0,0.0,77.84,62.97,74.17
5138,0.44,0.0,0.0,0.0,77.38,62.84,73.84
5139,0.41,0.0,0.0,0.0,77.17,63.81,73.72
5140,0.39,0.0,0.0,0.0,76.8,60.11,72.72
5141,0.7,0.0,0.0,0.0,72.42,62.72,72.88
5142,1.5,0.0,0.0,0.0,74.61,61.88,72.52
5143,2.26,0.0,0.0,0.0,76.78,66.68,73.41
5144,1.22,0.0,0.0,0.0,77.99,71.12,74.51
5145,0.82,0.0,0.0,0.0,77.81,75.76,75.82
5146,1.08,0.0,0.0,0.0,77.99,81.88,78.19
5147,5.68,0.0,0.0,0.0,78.0,87.06,79.18
5148,2.6,0.0,0.0,0.0,78.0,90.05,80.36
5149,1.82,0.0,0.0,0.0,78.0,91.16,81.44
5150,1.61,0.0,0.0,0.0,78.0,95.11,82.34
5151,1.84,0.0,0.0,0.0,77.99,92.55,83.2
5152,2.42,0.0,0.0,0.0,77.99,94.84,84.1
5153,2.37,0.0,0.0,0.0,77.99,94.45,84.79
5154,2.85,0.0,0.0,0.0,77.99,100.75,85.03
5155,2.47,0.0,0.0,0.0,77.99,84.69,84.18
5156,2.7,0.0,0.0,0.0,77.99,80.82,83.19
5157,2.61,0.0,0.0,0.0,78.0,79.22,82.42
5158,2.75,0.0,0.0,0.0,78.0,78.14,81.69
5159,1.99,0.0,0.0,0.0,78.0,77.02,80.95
5160,1.05,0.0,0.0,0.0,78.0,75.91,80.29
5161,0.51,0.0,0.0,0.0,76.92,72.05,78.87
5162,1.14,0.0,0.0,0.0,76.07,69.24,77.86
5163,0.41,0.0,0.0,0.0,75.25,66.17,76.83
5164,0.39,0.0,0.0,0.0,75.11,65.97,76.37
5165,0.38,0.0,0.0,0.0,74.59,68.77,76.58
5166,3.84,0.0,0.0,0.0,73.95,67.81,76.12
5167,0.78,0.0,0.0,0.0,75.51,71.75,76.81
5168,0.89,0.0,0.0,0.0,77.99,75.13,77.72
5169,1.15,0.0,0.0,0.0,78.0,80.35,79.4
5170,1.6,0.0,0.0,0.0,78.0,85.24,81.14
5171,1.39,0.0,0.0,0.0,78.0,85.52,81.74
5172,2.1,0.0,0.0,0.0,78.0,87.37,82.45
5173,3.57,0.0,0.0,0.0,78.0,90.12,83.35
5174,2.02,0.0,0.0,0.0,78.0,90.26,83.94
5175,1.89,0.0,0.0,0.0,78.0,92.05,84.84
5176,2.38,0.0,0.0,0.0,78.0,93.61,85.33
5177,2.06,0.0,0.0,0.0,78.0,91.06,85.54
5178,2.43,0.0,0.0,0.0,78.0,87.03,85.04
5179,3.29,0.0,0.0,0.0,78.0,83.22,84.2
5180,2.08,0.0,0.0,0.0,78.0,81.89,83.58
5181,3.17,0.0,0.0,0.0,78.0,80.29,82.97
5182,6.47,0.0,0.0,0.0,78.0,78.16,82.01
5183,1.69,0.0,0.0,0.0,78.0,76.99,81.38
5184,0.97,0.0,0.0,0.0,78.0,75.92,80.75
5185,0.74,0.0,0.0,0.0,78.0,75.85,80.36
5186,0.75,0.0,0.0,0.0,77.13,73.04,79.38
5187,0.41,0.0,0.0,0.0,76.23,71.93,78.85
5188,0.86,0.0,0.0,0.0,75.38,69.98,78.14
5189,2.79,0.0,0.0,0.0,75.07,69.89,77.8
5190,0.47,0.0,0.0,0.0,74.86,69.85,77.51
5191,1.94,0.0,0.0,0.0,77.46,74.78,78.41
5192,1.22,0.0,0.0,0.0,77.95,80.81,80.07
5193,1.36,0.0,0.0,0.0,77.99,90.43,81.83
5194,2.28,0.0,0.0,0.0,78.0,90.03,83.07
5195,1.72,0.0,0.0,0.0,78.0,93.31,84.42
5196,1.91,0.0,0.0,0.0,78.0,92.44,84.96
5197,2.14,0.0,0.0,0.0,78.0,93.49,85.65
5198,2.27,0.0,0.0,0.0,78.0,93.79,86.22
5199,2.13,0.0,0.0,0.0,78.0,95.62,86.96
5200,2.31,0.0,0.0,0.0,78.0,95.25,87.55
5201,3.25,0.0,0.0,0.0,78.0,95.21,87.9
5202,3.21,0.0,0.0,0.0,78.0,91.7,87.89
5203,2.39,0.0,0.0,0.0,78.0,84.86,86.55
5204,2.24,0.0,0.0,0.0,78.0,81.43,85.41
5205,2.59,0.0,0.0,0.0,78.0,81.14,84.81
5206,2.24,0.0,0.0,0.0,78.0,79.13,83.82
5207,1.72,0.0,0.0,0.0,78.0,77.07,82.85
5208,1.04,0.0,0.0,0.0,77.74,74.0,81.55
5209,0.51,0.0,0.0,0.0,77.57,73.9,81.08
5210,0.44,0.0,0.0,0.0,77.27,73.85,80.69
5211,0.41,0.0,0.0,0.0,76.98,72.95,80.13
5212,0.39,0.0,0.0,0.0,76.56,71.0,79.4
5213,0.7,0.0,0.0,0.0,76.05,69.89,78.84
5214,0.47,0.0,0.0,0.0,75.88,70.84,78.72
5215,0.7,0.0,0.0,0.0,76.17,71.87,78.75
5216,0.86,0.0,0.0,0.0,77.75,75.89,79.56
5217,2.9,0.0,0.0,0.0,77.98,78.54,80.39
5218,1.4,0.0,0.0,0.0,78.0,84.94,82.7
5219,1.58,0.0,0.0,0.0,78.0,89.24,83.87
5220,1.72,0.0,0.0,0.0,78.0,91.33,84.82
5221,2.17,0.0,0.0,0.0,78.0,93.02,85.79
5222,1.86,0.0,0.0,0.0,78.0,90.12,85.89
5223,2.19,0.0,0.0,0.0,78.0,83.85,85.15
5224,1.21,0.0,0.0,0.0,77.04,73.18,82.47
5225,0.89,0.0,0.0,0.0,77.41,73.55,81.58
5226,1.9,0.0,0.0,0.0,77.96,69.49,80.05
5227,3.14,0.0,0.0,0.0,77.99,70.26,80.0
5228,1.67,0.0,0.0,0.0,78.0,71.12,79.81
5229,1.72,0.0,0.0,0.0,78.0,70.19,79.03
5230,2.04,0.0,0.0,0.0,78.0,66.95,78.21
5231,1.09,0.0,0.0,0.0,76.62,66.84,78.05
5232,0.71,0.0,0.0,0.0,75.19,65.94,77.36
5233,0.51,0.0,0.0,0.0,74.13,66.8,77.16
5234,0.44,0.0,0.0,0.0,74.36,66.77,76.89
5235,0.72,0.0,0.0,0.0,73.54,67.84,76.81
5236,0.39,0.0,0.0,0.0,73.39,63.08,75.62
5237,0.38,0.0,0.0,0.0,74.81,62.02,75.09
5238,0.47,0.0,0.0,0.0,73.28,67.29,75.8
5239,0.7,0.0,0.0,0.0,73.38,68.87,76.14
5240,1.18,0.0,0.0,0.0,75.27,72.1,76.85
5241,0.82,0.0,0.0,0.0,77.47,77.68,78.23
5242,1.27,0.0,0.0,0.0,77.99,91.7,80.09
5243,1.4,0.0,0.0,0.0,78.0,89.07,82.09
5244,1.29,0.0,0.0,0.0,78.0,92.18,83.38
5245,1.41,0.0,0.0,0.0,78.0,91.73,83.96
5246,1.68,0.0,0.0,0.0,78.0,94.28,85.18
5247,1.8,0.0,0.0,0.0,78.0,92.66,85.61
5248,2.31,0.0,0.0,0.0,78.0,91.76,86.02
5249,2.16,0.0,0.0,0.0,78.0,88.38,85.86
5250,2.42,0.0,0.0,0.0,77.99,86.64,85.87
5251,2.32,0.0,0.0,0.0,78.0,82.72,85.12
5252,2.12,0.0,0.0,0.0,78.0,76.7,83.23
5253,1.29,0.0,0.0,0.0,77.67,72.42,81.3
5254,1.36,0.0,0.0,0.0,77.21,72.04,80.69
5255,1.09,0.0,0.0,0.0,76.55,71.07,80.02
5256,1.52,0.0,0.0,0.0,76.21,70.98,79.53
5257,0.82,0.0,0.0,0.0,75.08,69.91,78.91
5258,0.44,0.0,0.0,0.0,74.32,66.93,77.94
5259,0.41,0.0,0.0,0.0,73.98,65.99,77.36
5260,0.39,0.0,0.0,0.0,73.98,67.79,77.36
5261,0.38,0.0,0.0,0.0,73.46,64.06,76.32
5262,0.47,0.0,0.0,0.0,73.4,65.76,76.27
5263,0.7,0.0,0.0,0.0,73.82,69.79,76.95
5264,1.17,0.0,0.0,0.0,76.57,74.95,78.1
5265,0.92,0.0,0.0,0.0,77.97,79.64,79.45
5266,3.3,0.0,0.0,0.0,78.0,84.18,80.99
5267,3.02,0.0,0.0,0.0,78.0,100.2,82.62
5268,1.29,0.0,0.0,0.0,78.0,91.75,83.67
5269,1.42,0.0,0.0,0.0,78.0,96.43,84.51
5270,1.6,0.0,0.0,0.0,78.0,96.07,85.53
5271,2.04,0.0,0.0,0.0,78.0,92.85,85.73
5272,1.96,0.0,0.0,0.0,78.0,91.2,86.32
5273,2.15,0.0,0.0,0.0,78.0,88.71,86.41
5274,2.19,0.0,0.0,0.0,78.0,80.89,85.12
5275,2.37,0.0,0.0,0.0,78.0,79.49,84.05
5276,3.6,0.0,0.0,0.0,78.0,73.58,81.9
5277,1.33,0.0,0.0,0.0,78.0,72.3,81.07
5278,1.36,0.0,0.0,0.0,77.31,71.18,80.43
5279,1.09,0.0,0.0,0.0,74.04,68.03,79.27
5280,1.04,0.0,0.0,0.0,77.15,65.06,78.18
5281,0.64,0.0,0.0,0.0,77.98,65.99,77.9
5282,0.44,0.0,0.0,0.0,73.21,65.99,77.51
5283,0.41,0.0,0.0,0.0,74.23,64.94,76.94
5284,0.71,0.0,0.0,0.0,73.44,64.9,76.59
5285,0.38,0.0,0.0,0.0,75.23,64.03,76.11
5286,0.47,0.0,0.0,0.0,75.87,62.95,75.58
5287,0.7,0.0,0.0,0.0,75.81,62.94,75.27
5288,1.18,0.0,0.0,0.0,75.66,61.03,74.64
5289,2.94,0.0,0.0,0.0,75.27,60.16,74.18
5290,1.31,0.0,0.0,0.0,75.27,60.19,73.92
5291,0.81,0.0,0.0,0.0,75.19,58.12,73.31
5292,1.85,0.0,0.0,0.0,75.12,58.21,73.06
5293,0.94,0.0,0.0,0.0,72.17,63.0,73.8
5294,0.79,0.0,0.0,0.0,73.0,63.34,73.81
5295,0.8,0.0,0.0,0.0,73.4,65.57,74.21
5296,1.12,0.0,0.0,0.0,73.69,73.58,74.51
5297,0.89,0.0,0.0,0.0,73.75,73.73,74.59
5298,1.06,0.0,0.0,0.0,73.35,67.46,74.53
5299,1.13,0.0,0.0,0.0,72.95,65.55,74.2
5300,1.88,0.0,0.0,0.0,72.75,63.37,73.67
5301,1.29,0.0,0.0,0.0,74.16,62.21,73.31
5302,1.36,0.0,0.0,0.0,74.75,60.24,72.73
5303,1.42,0.0,0.0,0.0,74.05,55.43,71.55
5304,0.71,0.0,0.0,0.0,73.62,55.92,71.31
5305,0.51,0.0,0.0,0.0,73.45,56.88,71.19
5306,0.44,0.0,0.0,0.0,73.22,56.81,70.91
5307,0.41,0.0,0.0,0.0,72.99,57.68,70.82
5308,0.71,0.0,0.0,0.0,72.7,56.86,70.46
5309,0.38,0.0,0.0,0.0,72.36,55.76,70.03
5310,1.5,0.0,0.0,0.0,72.26,54.3,69.98
5311,2.27,0.0,0.0,0.0,72.17,59.64,70.36
5312,1.16,0.0,0.0,0.0,72.18,58.89,70.13
5313,0.82,0.0,0.0,0.0,72.17,60.02,70.29
5314,0.8,0.0,0.0,0.0,71.49,65.11,71.44
5315,5.42,0.0,0.0,0.0,72.45,72.29,73.0
5316,2.08,0.0,0.0,0.0,74.05,74.8,74.09
5317,1.14,0.0,0.0,0.0,74.7,87.76,74.72
5318,0.79,0.0,0.0,0.0,75.57,78.79,76.24
5319,1.06,0.0,0.0,0.0,76.81,81.39,77.5
5320,0.85,0.0,0.0,0.0,77.76,82.03,78.09
5321,0.89,0.0,0.0,0.0,73.9,71.79,76.6
5322,1.4,0.0,0.0,0.0,72.53,68.36,74.89
5323,1.13,0.0,0.0,0.0,75.31,69.43,73.88
5324,1.62,0.0,0.0,0.0,76.61,63.66,73.53
5325,1.66,0.0,0.0,0.0,76.39,61.2,72.81
5326,1.94,0.0,0.0,0.0,76.05,60.17,72.28
5327,1.34,0.0,0.0,0.0,75.94,60.07,71.98
5328,0.71,0.0,0.0,0.0,75.72,60.01,71.7
5329,0.51,0.0,0.0,0.0,75.33,58.92,71.24
5330,1.14,0.0,0.0,0.0,74.9,57.84,70.76
5331,0.41,0.0,0.0,0.0,74.65,57.76,70.47
5332,0.39,0.0,0.0,0.0,74.19,55.02,69.7
5333,0.38,0.0,0.0,0.0,73.88,55.7,69.53
5334,3.85,0.0,0.0,0.0,73.41,56.7,69.5
5335,0.77,0.0,0.0,0.0,73.73,58.8,69.73
5336,0.86,0.0,0.0,0.0,75.01,63.99,70.83
5337,0.82,0.0,0.0,0.0,72.57,69.18,72.14
5338,1.14,0.0,0.0,0.0,74.9,74.0,73.53
5339,0.81,0.0,0.0,0.0,76.61,79.4,75.19
5340,1.43,0.0,0.0,0.0,77.41,82.08,76.69
5341,2.83,0.0,0.0,0.0,77.99,85.07,77.95
5342,1.38,0.0,0.0,0.0,78.0,86.39,79.09
5343,1.23,0.0,0.0,0.0,78.0,86.7,79.9
5344,1.78,0.0,0.0,0.0,78.0,86.35,80.26
5345,1.67,0.0,0.0,0.0,78.0,81.03,80.16
5346,2.26,0.0,0.0,0.0,78.0,82.58,80.53
5347,2.78,0.0,0.0,0.0,78.0,76.17,79.47
5348,1.4,0.0,0.0,0.0,78.0,73.89,78.25
5349,2.33,0.0,0.0,0.0,77.22,71.37,77.29
5350,5.74,0.0,0.0,0.0,75.89,69.21,76.37
5351,1.23,0.0,0.0,0.0,75.03,69.05,76.02
5352,0.71,0.0,0.0,0.0,74.81,65.06,74.83
5353,0.51,0.0,0.0,0.0,73.98,63.01,74.05
5354,0.75,0.0,0.0,0.0,73.25,65.87,74.27
5355,0.41,0.0,0.0,0.0,72.94,64.84,73.83
5356,0.93,0.0,0.0,0.0,72.83,61.0,72.78
5357,2.66,0.0,0.0,0.0,72.68,61.84,72.64
5358,0.47,0.0,0.0,0.0,72.22,60.82,72.17
5359,1.94,0.0,0.0,0.0,72.97,65.74,73.01
5360,0.86,0.0,0.0,0.0,75.46,72.82,74.6
5361,0.82,0.0,0.0,0.0,76.14,74.56,75.46
5362,1.55,0.0,0.0,0.0,77.29,78.88,76.86
5363,1.18,0.0,0.0,0.0,77.99,82.98,78.58
5364,1.01,0.0,0.0,0.0,78.0,84.07,79.36
5365,1.49,0.0,0.0,0.0,78.0,86.43,80.32
5366,1.29,0.0,0.0,0.0,78.0,86.99,81.15
5367,1.48,0.0,0.0,0.0,78.0,88.73,81.83
5368,1.68,0.0,0.0,0.0,78.0,87.8,82.44
5369,2.98,0.0,0.0,0.0,78.0,87.38,82.89
5370,2.57,0.0,0.0,0.0,78.0,85.0,82.93
5371,2.04,0.0,0.0,0.0,78.0,78.87,81.85
5372,1.72,0.0,0.0,0.0,78.0,75.42,80.38
5373,1.89,0.0,0.0,0.0,78.0,71.3,78.76
5374,1.87,0.0,0.0,0.0,78.0,68.23,77.5
5375,1.81,0.0,0.0,0.0,78.0,66.22,76.68
5376,0.99,0.0,0.0,0.0,78.0,64.2,75.81
5377,0.68,0.0,0.0,0.0,78.0,62.33,74.98
5378,0.52,0.0,0.0,0.0,78.0,62.38,74.33
5379,0.41,0.0,0.0,0.0,78.0,60.12,73.75
5380,0.71,0.0,0.0,0.0,77.84,60.78,73.52
5381,0.38,0.0,0.0,0.0,77.43,58.92,72.83
5382,0.47,0.0,0.0,0.0,77.23,59.63,72.66
5383,0.71,0.0,0.0,0.0,78.0,62.76,73.1
5384,1.0,0.0,0.0,0.0,78.0,66.96,73.84
5385,2.76,0.0,0.0,0.0,78.0,71.45,74.9
