Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Vented Attic Temperature [F],Vented Crawlspace Temperature [F]
5386,1.22,0.0,0.0,0.0,78.0,74.88,75.98
5387,1.38,0.0,0.0,0.0,78.0,82.39,78.61
5388,1.51,0.0,0.0,0.0,78.0,83.84,79.6
5389,1.18,0.0,0.0,0.0,78.0,75.66,78.35
5390,1.39,0.0,0.0,0.0,78.0,70.59,76.96
5391,1.72,0.0,0.0,0.0,78.0,77.47,78.45
5392,1.71,0.0,0.0,0.0,78.0,77.29,79.26
5393,0.89,0.0,0.0,0.0,77.2,73.72,78.31
5394,1.4,0.0,0.0,0.0,77.79,72.69,77.44
5395,2.6,0.0,0.0,0.0,75.83,69.37,76.6
5396,1.23,0.0,0.0,0.0,77.98,68.11,76.07
5397,1.6,0.0,0.0,0.0,75.34,68.03,75.77
5398,1.36,0.0,0.0,0.0,75.43,66.95,75.29
5399,1.09,0.0,0.0,0.0,74.83,64.14,74.45
5400,0.71,0.0,0.0,0.0,74.32,64.01,74.15
5401,0.82,0.0,0.0,0.0,73.92,63.97,73.9
5402,0.44,0.0,0.0,0.0,75.49,63.82,73.65
5403,0.41,0.0,0.0,0.0,76.02,63.81,73.42
5404,0.39,0.0,0.0,0.0,75.83,64.73,73.4
5405,0.38,0.0,0.0,0.0,75.5,62.93,72.86
5406,0.47,0.0,0.0,0.0,75.34,62.0,72.45
5407,0.7,0.0,0.0,0.0,76.21,64.02,72.8
5408,1.18,0.0,0.0,0.0,76.88,67.0,73.38
5409,0.82,0.0,0.0,0.0,77.53,70.24,74.18
5410,1.14,0.0,0.0,0.0,77.81,71.67,74.66
5411,1.14,0.0,0.0,0.0,77.01,75.69,75.95
5412,0.82,0.0,0.0,0.0,76.58,74.65,76.41
5413,0.8,0.0,0.0,0.0,77.49,76.44,77.19
5414,0.79,0.0,0.0,0.0,76.44,73.65,76.93
5415,0.8,0.0,0.0,0.0,77.5,75.24,77.18
5416,1.2,0.0,0.0,0.0,78.0,77.19,78.01
5417,1.15,0.0,0.0,0.0,78.0,71.49,76.83
5418,1.48,0.0,0.0,0.0,78.0,70.32,76.25
5419,1.44,0.0,0.0,0.0,74.0,68.17,75.61
5420,1.17,0.0,0.0,0.0,76.84,63.32,74.23
5421,1.29,0.0,0.0,0.0,73.43,64.92,74.21
5422,1.36,0.0,0.0,0.0,73.79,64.05,73.79
5423,1.09,0.0,0.0,0.0,76.07,62.96,73.29
5424,1.73,0.0,0.0,0.0,72.24,64.83,73.41
5425,0.66,0.0,0.0,0.0,72.77,64.87,73.25
5426,0.44,0.0,0.0,0.0,74.58,62.94,72.68
5427,0.41,0.0,0.0,0.0,71.03,62.89,72.43
5428,0.39,0.0,0.0,0.0,72.83,60.97,71.85
5429,0.38,0.0,0.0,0.0,73.79,60.89,71.59
5430,0.47,0.0,0.0,0.0,73.62,60.85,71.36
5431,0.7,0.0,0.0,0.0,71.37,64.71,71.98
5432,1.17,0.0,0.0,0.0,72.54,67.99,72.8
5433,0.82,0.0,0.0,0.0,74.96,73.95,74.29
5434,3.17,0.0,0.0,0.0,76.04,76.15,75.48
5435,2.76,0.0,0.0,0.0,76.61,78.57,76.67
5436,0.82,0.0,0.0,0.0,77.43,79.11,77.33
5437,0.8,0.0,0.0,0.0,77.88,79.76,77.7
5438,1.11,0.0,0.0,0.0,71.6,67.18,75.33
5439,0.8,0.0,0.0,0.0,73.89,71.35,75.63
5440,0.8,0.0,0.0,0.0,74.07,68.56,75.25
5441,0.89,0.0,0.0,0.0,74.21,68.76,75.03
5442,1.06,0.0,0.0,0.0,74.14,67.54,74.67
5443,1.46,0.0,0.0,0.0,74.19,68.22,74.69
5444,3.52,0.0,0.0,0.0,73.98,65.26,73.83
5445,1.29,0.0,0.0,0.0,73.6,64.14,73.35
5446,1.36,0.0,0.0,0.0,73.18,62.15,72.71
5447,1.25,0.0,0.0,0.0,74.61,61.02,72.21
5448,0.88,0.0,0.0,0.0,74.97,60.93,71.92
5449,0.51,0.0,0.0,0.0,70.73,61.89,71.88
5450,0.46,0.0,0.0,0.0,72.58,60.04,71.29
5451,0.7,0.0,0.0,0.0,73.45,58.93,70.81
5452,0.39,0.0,0.0,0.0,72.82,56.01,69.98
5453,0.38,0.0,0.0,0.0,72.42,55.0,69.48
5454,0.47,0.0,0.0,0.0,72.28,54.89,69.16
5455,0.7,0.0,0.0,0.0,73.38,60.63,70.18
5456,1.18,0.0,0.0,0.0,72.99,67.12,71.17
5457,3.03,0.0,0.0,0.0,73.29,70.29,72.33
5458,1.26,0.0,0.0,0.0,73.9,72.65,73.4
5459,0.81,0.0,0.0,0.0,74.89,82.68,74.01
5460,1.88,0.0,0.0,0.0,76.22,77.39,75.44
5461,0.92,0.0,0.0,0.0,77.31,83.47,76.78
5462,0.8,0.0,0.0,0.0,78.0,83.0,77.39
5463,0.93,0.0,0.0,0.0,78.0,83.57,77.78
5464,1.39,0.0,0.0,0.0,78.0,79.74,78.43
5465,0.89,0.0,0.0,0.0,75.59,72.65,77.36
5466,1.06,0.0,0.0,0.0,77.23,73.13,76.99
5467,1.13,0.0,0.0,0.0,76.54,68.68,75.51
5468,1.88,0.0,0.0,0.0,75.19,63.14,73.97
5469,1.29,0.0,0.0,0.0,74.96,63.19,73.7
5470,1.36,0.0,0.0,0.0,77.03,61.49,72.96
5471,1.42,0.0,0.0,0.0,77.28,58.11,71.93
5472,0.71,0.0,0.0,0.0,76.77,58.92,71.69
5473,0.51,0.0,0.0,0.0,76.43,58.91,71.36
5474,0.44,0.0,0.0,0.0,71.21,58.9,71.03
5475,0.41,0.0,0.0,0.0,72.64,58.87,70.73
5476,0.39,0.0,0.0,0.0,74.08,55.92,69.9
5477,0.7,0.0,0.0,0.0,73.68,53.62,69.04
5478,1.5,0.0,0.0,0.0,73.33,53.75,68.81
5479,2.25,0.0,0.0,0.0,71.89,58.7,69.61
5480,1.17,0.0,0.0,0.0,73.14,64.81,70.88
5481,0.82,0.0,0.0,0.0,74.11,71.2,72.47
5482,0.8,0.0,0.0,0.0,75.26,74.78,73.65
5483,5.4,0.0,0.0,0.0,76.09,78.31,75.51
5484,2.07,0.0,0.0,0.0,77.37,82.05,76.86
5485,1.18,0.0,0.0,0.0,78.0,82.36,77.55
5486,0.96,0.0,0.0,0.0,78.0,84.06,78.54
5487,1.11,0.0,0.0,0.0,78.0,84.28,79.24
5488,1.66,0.0,0.0,0.0,78.0,84.04,79.85
5489,1.59,0.0,0.0,0.0,78.0,82.89,80.21
5490,2.12,0.0,0.0,0.0,78.0,81.03,80.13
5491,1.43,0.0,0.0,0.0,78.0,75.45,78.89
5492,1.94,0.0,0.0,0.0,78.0,76.78,78.17
5493,1.66,0.0,0.0,0.0,76.96,69.05,76.17
5494,1.87,0.0,0.0,0.0,76.11,66.29,75.3
5495,1.41,0.0,0.0,0.0,75.28,66.01,74.89
5496,0.71,0.0,0.0,0.0,74.38,64.89,74.26
5497,0.51,0.0,0.0,0.0,73.84,63.97,73.7
5498,1.14,0.0,0.0,0.0,73.3,62.89,73.17
5499,0.41,0.0,0.0,0.0,72.67,62.85,72.84
5500,0.39,0.0,0.0,0.0,72.13,60.05,72.0
5501,0.38,0.0,0.0,0.0,72.44,58.94,71.44
5502,3.85,0.0,0.0,0.0,71.67,59.85,71.28
5503,0.77,0.0,0.0,0.0,72.4,64.67,72.12
5504,0.86,0.0,0.0,0.0,73.17,69.83,73.29
5505,0.82,0.0,0.0,0.0,75.42,75.1,74.8
5506,1.14,0.0,0.0,0.0,76.99,80.91,77.01
5507,0.81,0.0,0.0,0.0,77.79,86.96,78.74
5508,1.55,0.0,0.0,0.0,78.0,88.41,79.58
5509,3.04,0.0,0.0,0.0,78.0,90.41,80.69
5510,1.6,0.0,0.0,0.0,78.0,92.06,81.8
5511,1.49,0.0,0.0,0.0,78.0,93.52,82.57
5512,2.0,0.0,0.0,0.0,78.0,92.72,83.1
5513,1.94,0.0,0.0,0.0,78.0,90.9,83.64
5514,2.38,0.0,0.0,0.0,78.0,85.2,82.85
5515,3.15,0.0,0.0,0.0,78.0,79.39,81.82
5516,1.21,0.0,0.0,0.0,77.85,72.9,79.67
5517,2.35,0.0,0.0,0.0,77.95,73.2,79.11
5518,5.74,0.0,0.0,0.0,77.91,73.9,78.9
5519,1.24,0.0,0.0,0.0,76.53,71.08,77.73
5520,0.71,0.0,0.0,0.0,75.54,69.95,77.04
5521,0.51,0.0,0.0,0.0,74.74,69.02,76.5
5522,0.75,0.0,0.0,0.0,74.42,67.92,75.92
5523,0.41,0.0,0.0,0.0,73.68,66.84,75.38
5524,0.91,0.0,0.0,0.0,73.32,67.85,75.27
5525,2.71,0.0,0.0,0.0,72.81,66.81,74.81
5526,0.47,0.0,0.0,0.0,72.72,66.8,74.58
5527,1.94,0.0,0.0,0.0,74.14,71.78,75.52
5528,0.86,0.0,0.0,0.0,76.8,79.78,77.55
5529,0.96,0.0,0.0,0.0,77.97,85.94,79.78
5530,1.83,0.0,0.0,0.0,78.0,89.66,81.12
5531,1.18,0.0,0.0,0.0,78.0,104.49,82.27
5532,1.75,0.0,0.0,0.0,78.0,96.56,83.54
5533,1.98,0.0,0.0,0.0,78.0,97.77,84.38
5534,1.81,0.0,0.0,0.0,78.0,96.22,85.12
5535,1.74,0.0,0.0,0.0,78.0,93.09,85.09
5536,1.6,0.0,0.0,0.0,78.0,83.1,83.73
5537,2.68,0.0,0.0,0.0,78.0,81.5,83.19
5538,2.36,0.0,0.0,0.0,78.0,80.5,82.75
5539,1.54,0.0,0.0,0.0,78.0,76.33,81.44
5540,1.49,0.0,0.0,0.0,77.79,72.45,79.68
5541,1.29,0.0,0.0,0.0,77.97,73.06,79.36
5542,1.36,0.0,0.0,0.0,77.91,71.29,78.56
5543,1.4,0.0,0.0,0.0,77.15,69.99,77.92
5544,0.71,0.0,0.0,0.0,75.88,69.88,77.54
5545,0.51,0.0,0.0,0.0,75.68,66.14,76.38
5546,0.44,0.0,0.0,0.0,74.92,68.85,76.58
5547,0.41,0.0,0.0,0.0,73.97,68.93,76.37
5548,0.71,0.0,0.0,0.0,73.58,68.94,76.1
5549,0.38,0.0,0.0,0.0,73.03,67.91,75.67
5550,0.47,0.0,0.0,0.0,73.12,67.89,75.46
5551,0.7,0.0,0.0,0.0,74.76,72.87,76.41
5552,0.86,0.0,0.0,0.0,77.01,77.94,77.76
5553,2.6,0.0,0.0,0.0,77.97,84.82,80.21
5554,1.06,0.0,0.0,0.0,78.0,86.17,80.99
5555,1.12,0.0,0.0,0.0,78.0,86.36,81.49
5556,1.31,0.0,0.0,0.0,78.0,89.76,82.54
5557,1.77,0.0,0.0,0.0,78.0,91.3,83.23
5558,1.38,0.0,0.0,0.0,78.0,81.05,82.16
5559,1.64,0.0,0.0,0.0,78.0,78.95,81.34
5560,1.72,0.0,0.0,0.0,78.0,78.46,81.06
5561,1.53,0.0,0.0,0.0,78.0,78.8,81.23
5562,1.71,0.0,0.0,0.0,78.0,76.4,80.32
5563,2.61,0.0,0.0,0.0,78.0,75.34,79.78
5564,1.17,0.0,0.0,0.0,77.42,72.24,78.58
5565,1.6,0.0,0.0,0.0,77.21,71.2,78.09
5566,1.36,0.0,0.0,0.0,77.08,71.05,77.78
5567,1.09,0.0,0.0,0.0,75.39,66.21,76.4
5568,0.71,0.0,0.0,0.0,74.95,64.18,75.63
5569,0.82,0.0,0.0,0.0,74.95,68.7,76.21
5570,0.44,0.0,0.0,0.0,74.58,65.03,75.23
5571,0.41,0.0,0.0,0.0,74.28,66.55,75.25
5572,0.39,0.0,0.0,0.0,73.66,65.84,74.9
5573,0.38,0.0,0.0,0.0,72.74,65.88,74.63
5574,0.47,0.0,0.0,0.0,72.92,64.0,74.07
5575,0.7,0.0,0.0,0.0,73.45,69.76,75.07
5576,1.18,0.0,0.0,0.0,75.99,74.89,76.37
5577,0.82,0.0,0.0,0.0,77.9,79.25,77.89
5578,1.25,0.0,0.0,0.0,78.0,81.9,78.9
5579,1.3,0.0,0.0,0.0,78.0,82.98,79.72
5580,1.13,0.0,0.0,0.0,78.0,85.34,80.7
5581,1.27,0.0,0.0,0.0,78.0,87.62,81.65
5582,1.41,0.0,0.0,0.0,78.0,90.11,82.48
5583,1.61,0.0,0.0,0.0,78.0,91.24,83.3
5584,2.13,0.0,0.0,0.0,78.0,89.58,84.04
5585,1.92,0.0,0.0,0.0,78.0,85.49,83.83
5586,1.91,0.0,0.0,0.0,78.0,82.72,83.29
5587,2.18,0.0,0.0,0.0,78.0,78.94,82.24
5588,1.66,0.0,0.0,0.0,78.0,76.49,81.05
5589,1.71,0.0,0.0,0.0,78.0,76.06,80.59
5590,1.39,0.0,0.0,0.0,78.0,71.81,78.99
5591,1.09,0.0,0.0,0.0,76.79,71.1,78.55
5592,1.73,0.0,0.0,0.0,75.3,69.13,77.79
5593,0.66,0.0,0.0,0.0,74.6,68.0,77.15
5594,0.44,0.0,0.0,0.0,74.54,67.95,76.78
5595,0.41,0.0,0.0,0.0,73.99,64.12,75.68
5596,0.39,0.0,0.0,0.0,73.95,63.98,75.28
5597,0.38,0.0,0.0,0.0,73.8,64.7,75.13
5598,0.47,0.0,0.0,0.0,73.21,64.77,74.84
5599,0.7,0.0,0.0,0.0,73.53,67.8,75.27
5600,1.17,0.0,0.0,0.0,73.29,69.05,75.46
5601,0.82,0.0,0.0,0.0,74.18,71.11,75.87
5602,3.16,0.0,0.0,0.0,76.07,81.78,77.18
5603,2.77,0.0,0.0,0.0,77.54,80.99,78.96
5604,0.91,0.0,0.0,0.0,77.99,83.12,80.0
5605,0.99,0.0,0.0,0.0,78.0,83.27,80.58
5606,1.41,0.0,0.0,0.0,78.0,83.58,80.92
5607,1.18,0.0,0.0,0.0,78.0,84.53,81.23
5608,1.2,0.0,0.0,0.0,78.0,82.14,81.33
5609,0.89,0.0,0.0,0.0,74.65,70.6,78.88
5610,1.06,0.0,0.0,0.0,75.25,70.34,77.79
5611,1.46,0.0,0.0,0.0,74.82,69.24,77.36
5612,3.53,0.0,0.0,0.0,74.42,68.06,76.75
5613,1.29,0.0,0.0,0.0,74.43,66.96,76.17
5614,1.36,0.0,0.0,0.0,74.14,66.03,75.67
5615,1.09,0.0,0.0,0.0,74.2,67.84,75.77
5616,1.04,0.0,0.0,0.0,74.12,65.49,74.78
5617,0.51,0.0,0.0,0.0,75.22,62.98,74.26
5618,0.44,0.0,0.0,0.0,75.35,61.04,73.59
5619,0.72,0.0,0.0,0.0,75.06,60.93,73.24
5620,0.39,0.0,0.0,0.0,74.89,60.8,72.93
5621,0.38,0.0,0.0,0.0,74.58,58.94,72.28
5622,0.47,0.0,0.0,0.0,74.4,57.1,71.67
5623,0.7,0.0,0.0,0.0,72.69,63.76,72.78
5624,1.18,0.0,0.0,0.0,74.12,68.31,73.76
5625,2.99,0.0,0.0,0.0,73.79,68.05,73.74
5626,1.28,0.0,0.0,0.0,73.6,69.05,73.97
5627,0.81,0.0,0.0,0.0,74.19,71.03,74.64
5628,1.89,0.0,0.0,0.0,75.43,74.95,75.85
5629,0.92,0.0,0.0,0.0,76.97,91.81,77.37
5630,0.82,0.0,0.0,0.0,77.99,81.57,78.69
5631,1.02,0.0,0.0,0.0,78.0,84.67,79.7
5632,1.52,0.0,0.0,0.0,78.0,85.12,80.49
5633,1.47,0.0,0.0,0.0,78.0,85.35,81.17
5634,1.77,0.0,0.0,0.0,78.0,83.0,81.22
5635,1.33,0.0,0.0,0.0,78.0,75.45,79.63
5636,1.88,0.0,0.0,0.0,77.91,73.02,78.17
5637,1.29,0.0,0.0,0.0,76.79,71.26,77.53
5638,1.36,0.0,0.0,0.0,76.13,66.54,76.1
5639,1.42,0.0,0.0,0.0,74.9,67.91,76.05
5640,0.71,0.0,0.0,0.0,74.4,67.9,75.76
5641,0.51,0.0,0.0,0.0,73.76,66.83,75.24
5642,0.44,0.0,0.0,0.0,73.15,65.94,74.78
5643,0.41,0.0,0.0,0.0,72.81,62.95,73.92
5644,0.39,0.0,0.0,0.0,72.18,63.94,73.76
5645,0.7,0.0,0.0,0.0,72.06,62.0,73.13
5646,1.5,0.0,0.0,0.0,71.9,61.96,72.84
5647,2.26,0.0,0.0,0.0,72.67,66.73,73.67
5648,1.17,0.0,0.0,0.0,75.27,75.6,75.61
5649,0.82,0.0,0.0,0.0,77.23,80.95,77.55
5650,0.8,0.0,0.0,0.0,78.0,86.36,79.47
5651,5.5,0.0,0.0,0.0,78.0,89.98,80.81
5652,2.35,0.0,0.0,0.0,78.0,91.97,81.79
5653,1.55,0.0,0.0,0.0,78.0,93.23,82.43
5654,1.41,0.0,0.0,0.0,78.0,95.55,83.3
5655,1.61,0.0,0.0,0.0,78.0,95.42,83.97
5656,2.04,0.0,0.0,0.0,78.0,94.66,84.48
5657,1.75,0.0,0.0,0.0,78.0,89.07,84.33
5658,2.19,0.0,0.0,0.0,78.0,85.13,83.64
5659,1.84,0.0,0.0,0.0,78.0,82.92,82.98
5660,2.29,0.0,0.0,0.0,78.0,80.67,82.35
5661,2.29,0.0,0.0,0.0,78.0,80.9,82.13
5662,2.45,0.0,0.0,0.0,78.0,78.13,81.21
5663,1.6,0.0,0.0,0.0,78.0,75.93,80.11
5664,1.18,0.0,0.0,0.0,78.0,80.63,81.07
5665,0.51,0.0,0.0,0.0,77.99,74.25,79.37
5666,1.13,0.0,0.0,0.0,76.98,72.0,78.31
5667,0.42,0.0,0.0,0.0,75.26,67.13,77.0
5668,0.39,0.0,0.0,0.0,75.06,66.92,76.59
5669,0.38,0.0,0.0,0.0,74.69,65.03,75.86
5670,3.84,0.0,0.0,0.0,73.69,67.84,76.05
5671,0.78,0.0,0.0,0.0,75.92,73.48,77.02
5672,0.86,0.0,0.0,0.0,73.61,70.0,76.21
5673,0.82,0.0,0.0,0.0,72.57,69.74,76.0
5674,1.14,0.0,0.0,0.0,73.15,69.96,75.98
5675,0.81,0.0,0.0,0.0,73.22,71.04,76.15
5676,1.49,0.0,0.0,0.0,75.6,75.9,77.26
5677,2.67,0.0,0.0,0.0,77.63,78.25,78.32
5678,1.18,0.0,0.0,0.0,78.0,79.5,79.14
5679,0.91,0.0,0.0,0.0,78.0,80.57,79.77
5680,1.4,0.0,0.0,0.0,78.0,82.6,80.71
5681,1.38,0.0,0.0,0.0,78.0,81.49,80.98
5682,1.99,0.0,0.0,0.0,78.0,79.56,80.86
5683,2.33,0.0,0.0,0.0,76.59,71.11,78.58
5684,1.5,0.0,0.0,0.0,74.69,64.65,76.33
5685,2.04,0.0,0.0,0.0,74.74,63.21,75.74
5686,5.81,0.0,0.0,0.0,74.44,62.16,75.07
5687,1.23,0.0,0.0,0.0,73.51,59.1,73.99
5688,0.71,0.0,0.0,0.0,73.49,62.7,74.24
5689,0.51,0.0,0.0,0.0,72.75,63.82,74.18
5690,0.75,0.0,0.0,0.0,72.44,62.81,73.68
5691,0.41,0.0,0.0,0.0,72.31,60.88,73.03
5692,0.99,0.0,0.0,0.0,71.52,62.77,73.06
5693,2.57,0.0,0.0,0.0,71.1,60.89,72.47
5694,0.47,0.0,0.0,0.0,71.29,59.97,72.03
5695,1.94,0.0,0.0,0.0,71.38,64.78,72.8
5696,0.86,0.0,0.0,0.0,73.13,70.86,74.23
5697,1.14,0.0,0.0,0.0,75.41,78.07,76.18
5698,1.55,0.0,0.0,0.0,76.48,84.43,78.47
5699,0.81,0.0,0.0,0.0,77.23,87.84,79.81
5700,0.85,0.0,0.0,0.0,78.0,92.62,81.0
5701,1.43,0.0,0.0,0.0,78.0,93.17,81.98
5702,1.17,0.0,0.0,0.0,78.0,93.8,83.07
5703,1.43,0.0,0.0,0.0,78.0,94.99,83.88
5704,1.69,0.0,0.0,0.0,78.0,94.4,84.6
5705,3.17,0.0,0.0,0.0,78.0,94.01,85.1
5706,2.42,0.0,0.0,0.0,78.0,85.13,84.28
5707,2.23,0.0,0.0,0.0,78.0,79.96,82.97
5708,1.46,0.0,0.0,0.0,78.0,75.61,81.18
5709,1.29,0.0,0.0,0.0,77.12,71.45,79.48
5710,1.69,0.0,0.0,0.0,77.59,73.83,79.52
5711,1.09,0.0,0.0,0.0,75.42,69.14,77.98
5712,0.71,0.0,0.0,0.0,75.04,68.01,77.35
5713,0.51,0.0,0.0,0.0,74.62,69.87,77.34
5714,0.75,0.0,0.0,0.0,74.17,68.98,76.85
5715,0.41,0.0,0.0,0.0,73.38,64.07,75.52
5716,0.39,0.0,0.0,0.0,72.78,63.98,75.12
5717,0.38,0.0,0.0,0.0,72.54,62.04,74.4
5718,0.47,0.0,0.0,0.0,72.8,61.95,74.01
5719,0.7,0.0,0.0,0.0,73.74,68.62,75.15
5720,0.86,0.0,0.0,0.0,76.06,73.75,76.34
5721,2.46,0.0,0.0,0.0,77.95,80.09,78.17
5722,0.97,0.0,0.0,0.0,78.0,86.9,80.35
5723,1.06,0.0,0.0,0.0,78.0,90.07,81.68
5724,1.41,0.0,0.0,0.0,78.0,92.11,82.81
5725,1.66,0.0,0.0,0.0,78.0,94.61,83.97
5726,1.57,0.0,0.0,0.0,78.0,94.0,84.59
5727,1.97,0.0,0.0,0.0,78.0,90.79,84.67
5728,2.17,0.0,0.0,0.0,78.0,89.81,84.91
5729,1.82,0.0,0.0,0.0,78.0,90.2,85.16
5730,2.27,0.0,0.0,0.0,78.0,83.44,84.14
5731,3.37,0.0,0.0,0.0,78.0,80.33,83.06
5732,1.89,0.0,0.0,0.0,78.0,77.2,81.65
5733,1.46,0.0,0.0,0.0,78.0,75.95,80.83
5734,1.36,0.0,0.0,0.0,77.24,73.95,79.84
5735,1.4,0.0,0.0,0.0,77.0,73.89,79.47
5736,0.71,0.0,0.0,0.0,75.38,71.05,78.5
5737,0.51,0.0,0.0,0.0,75.32,71.0,78.13
5738,0.44,0.0,0.0,0.0,74.47,69.05,77.44
5739,0.41,0.0,0.0,0.0,73.91,67.94,76.88
5740,0.39,0.0,0.0,0.0,73.79,67.88,76.56
5741,0.38,0.0,0.0,0.0,72.95,63.01,75.29
5742,0.47,0.0,0.0,0.0,73.36,64.7,75.23
5743,0.7,0.0,0.0,0.0,72.73,66.77,75.39
5744,1.18,0.0,0.0,0.0,74.02,70.96,76.19
5745,0.82,0.0,0.0,0.0,75.38,73.24,76.84
5746,1.14,0.0,0.0,0.0,77.21,79.47,78.43
5747,1.22,0.0,0.0,0.0,77.99,84.46,80.27
5748,1.07,0.0,0.0,0.0,78.0,89.27,81.76
5749,1.15,0.0,0.0,0.0,78.0,91.64,82.57
5750,1.65,0.0,0.0,0.0,78.0,87.8,83.06
5751,1.53,0.0,0.0,0.0,78.0,89.6,83.92
5752,1.59,0.0,0.0,0.0,78.0,86.91,83.91
5753,1.56,0.0,0.0,0.0,78.0,82.53,83.16
5754,2.15,0.0,0.0,0.0,78.0,81.36,82.93
5755,1.59,0.0,0.0,0.0,78.0,76.71,81.6
5756,1.17,0.0,0.0,0.0,76.26,68.81,78.69
5757,1.29,0.0,0.0,0.0,76.34,70.06,78.69
5758,1.36,0.0,0.0,0.0,75.71,66.25,77.53
5759,1.09,0.0,0.0,0.0,75.26,69.78,77.74
5760,1.92,0.0,0.0,0.0,74.22,67.96,77.08
5761,0.51,0.0,0.0,0.0,73.48,66.86,76.52
5762,0.44,0.0,0.0,0.0,73.2,64.92,75.83
5763,0.41,0.0,0.0,0.0,72.85,63.99,75.3
5764,0.39,0.0,0.0,0.0,72.48,63.93,74.94
5765,0.38,0.0,0.0,0.0,72.21,62.87,74.42
5766,0.47,0.0,0.0,0.0,71.88,61.97,73.95
5767,1.02,0.0,0.0,0.0,72.3,65.87,74.53
5768,0.86,0.0,0.0,0.0,75.02,74.69,76.34
5769,0.82,0.0,0.0,0.0,77.05,79.35,77.96
5770,3.25,0.0,0.0,0.0,77.65,85.55,79.86
5771,2.84,0.0,0.0,0.0,77.99,89.42,81.38
5772,1.17,0.0,0.0,0.0,78.0,90.69,82.51
5773,1.33,0.0,0.0,0.0,78.0,91.02,83.28
5774,1.86,0.0,0.0,0.0,78.0,92.13,84.16
5775,1.71,0.0,0.0,0.0,78.0,90.33,84.52
5776,1.73,0.0,0.0,0.0,78.0,86.56,84.32
5777,1.74,0.0,0.0,0.0,78.0,83.54,83.82
5778,1.84,0.0,0.0,0.0,78.0,82.32,83.3
5779,1.53,0.0,0.0,0.0,78.0,74.59,81.36
5780,3.53,0.0,0.0,0.0,77.37,72.29,79.91
5781,1.29,0.0,0.0,0.0,77.04,71.24,79.27
5782,1.36,0.0,0.0,0.0,75.98,68.2,78.2
5783,1.41,0.0,0.0,0.0,75.22,68.01,77.73
5784,0.71,0.0,0.0,0.0,74.31,66.05,76.94
5785,0.51,0.0,0.0,0.0,74.2,63.1,75.95
5786,0.62,0.0,0.0,0.0,73.75,60.33,74.99
5787,0.54,0.0,0.0,0.0,73.12,59.12,74.34
5788,0.39,0.0,0.0,0.0,72.48,57.11,73.53
5789,0.38,0.0,0.0,0.0,72.3,55.99,72.86
5790,0.47,0.0,0.0,0.0,72.13,54.89,72.29
5791,0.7,0.0,0.0,0.0,72.69,58.57,72.74
5792,1.18,0.0,0.0,0.0,73.44,64.62,73.31
5793,3.06,0.0,0.0,0.0,73.57,66.8,73.95
5794,1.25,0.0,0.0,0.0,74.19,71.83,74.97
5795,0.81,0.0,0.0,0.0,74.93,73.67,75.95
5796,1.93,0.0,0.0,0.0,76.65,76.41,77.07
5797,0.93,0.0,0.0,0.0,77.98,81.66,79.52
5798,1.01,0.0,0.0,0.0,78.0,83.07,80.2
5799,1.08,0.0,0.0,0.0,78.0,78.78,79.9
5800,1.12,0.0,0.0,0.0,73.34,68.7,77.4
5801,0.89,0.0,0.0,0.0,76.66,77.77,78.78
5802,1.06,0.0,0.0,0.0,76.65,72.39,77.91
5803,1.13,0.0,0.0,0.0,74.62,67.37,76.29
5804,1.88,0.0,0.0,0.0,74.09,67.02,76.03
5805,1.29,0.0,0.0,0.0,73.16,67.95,75.95
5806,1.36,0.0,0.0,0.0,72.79,66.89,75.46
5807,1.42,0.0,0.0,0.0,73.52,66.86,75.22
5808,0.71,0.0,0.0,0.0,73.34,62.3,74.05
5809,0.51,0.0,0.0,0.0,72.12,59.11,73.14
5810,0.44,0.0,0.0,0.0,71.99,60.84,73.1
5811,0.41,0.0,0.0,0.0,71.68,58.94,72.43
5812,0.71,0.0,0.0,0.0,71.78,59.68,72.26
5813,0.38,0.0,0.0,0.0,72.53,58.79,71.81
5814,1.5,0.0,0.0,0.0,72.68,58.84,71.51
5815,2.31,0.0,0.0,0.0,70.51,61.81,71.89
5816,1.15,0.0,0.0,0.0,71.96,64.9,72.56
5817,0.82,0.0,0.0,0.0,72.54,68.21,73.31
5818,0.8,0.0,0.0,0.0,73.72,72.9,74.41
5819,5.42,0.0,0.0,0.0,74.76,77.54,75.86
5820,2.13,0.0,0.0,0.0,76.17,80.27,77.29
5821,1.14,0.0,0.0,0.0,76.86,81.15,77.97
5822,0.79,0.0,0.0,0.0,77.08,86.6,78.24
5823,1.1,0.0,0.0,0.0,77.9,78.42,78.48
5824,0.88,0.0,0.0,0.0,78.0,79.4,78.81
5825,0.89,0.0,0.0,0.0,76.92,75.47,78.03
5826,1.4,0.0,0.0,0.0,76.04,73.31,77.05
5827,1.13,0.0,0.0,0.0,74.43,69.35,75.88
5828,1.62,0.0,0.0,0.0,73.68,68.06,75.41
5829,1.66,0.0,0.0,0.0,73.83,64.24,74.33
5830,2.04,0.0,0.0,0.0,73.5,62.53,73.68
5831,1.25,0.0,0.0,0.0,73.04,61.05,73.09
5832,0.71,0.0,0.0,0.0,72.58,59.4,72.44
5833,0.51,0.0,0.0,0.0,72.12,57.75,71.77
