Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Unvented Attic Temperature [F],Vented Crawlspace Temperature [F]
6579,0.48,0.0,0.0,0.0,74.56,53.07,65.84
6580,0.46,0.0,0.0,0.0,74.25,50.15,65.39
6581,0.45,0.0,0.0,0.0,74.01,47.4,65.08
6582,0.52,0.0,0.0,0.0,73.25,44.98,63.44
6583,0.65,0.0,0.0,0.0,73.27,44.33,64.51
6584,1.11,0.0,0.0,0.0,72.6,50.71,65.48
6585,0.74,0.0,0.0,0.0,73.36,61.4,66.58
6586,1.05,0.0,0.0,0.0,73.85,73.72,67.95
6587,1.06,0.0,0.0,0.0,74.26,85.72,69.26
6588,0.75,0.0,0.0,0.0,75.51,94.85,71.5
6589,1.05,0.0,0.0,0.0,77.49,101.63,73.05
6590,0.88,0.0,0.0,0.0,77.98,105.71,74.37
6591,1.06,0.0,0.0,0.0,78.0,106.83,75.36
6592,1.24,0.0,0.0,0.0,78.0,106.36,75.99
6593,1.26,0.0,0.0,0.0,78.0,102.82,75.78
6594,1.46,0.0,0.0,0.0,78.0,95.39,74.91
6595,1.17,0.0,0.0,0.0,75.83,86.07,72.29
6596,1.19,0.0,0.0,0.0,74.96,78.53,71.06
6597,1.22,0.0,0.0,0.0,74.7,73.0,70.31
6598,1.16,0.0,0.0,0.0,74.31,69.09,70.22
6599,0.91,0.0,0.0,0.0,74.29,65.27,69.06
6600,1.91,0.0,0.0,0.0,75.55,61.66,68.25
6601,0.5,0.0,0.0,0.0,75.65,58.65,67.5
6602,0.45,0.0,0.0,0.0,75.16,56.19,66.72
6603,0.43,0.0,0.0,0.0,71.1,54.75,66.84
6604,0.73,0.0,0.0,0.0,72.07,53.7,66.36
6605,0.4,0.0,0.0,0.0,71.39,52.65,65.86
6606,0.47,0.0,0.0,0.0,71.16,52.18,65.9
6607,0.65,0.0,0.0,0.0,71.23,51.97,65.69
6608,0.78,0.0,0.0,0.0,71.51,54.18,65.97
6609,0.74,0.0,0.0,0.0,72.62,62.32,67.66
6610,3.53,0.0,0.0,0.0,73.24,75.44,69.18
6611,2.71,0.0,0.0,0.0,73.64,86.5,70.49
6612,1.07,0.0,0.0,0.0,74.56,94.17,71.52
6613,0.73,0.0,0.0,0.0,76.38,99.47,72.82
6614,0.72,0.0,0.0,0.0,70.55,95.48,71.54
6615,0.73,0.0,0.0,0.0,72.2,88.01,69.85
6616,0.74,0.0,0.0,0.0,73.01,83.16,69.78
6617,0.85,0.0,0.0,0.0,71.93,79.58,69.05
6618,1.08,0.0,0.0,0.0,72.45,73.79,67.83
6619,1.5,0.0,0.0,0.0,73.7,67.28,66.64
6620,3.58,0.0,0.0,0.0,74.03,62.02,65.94
6621,1.53,0.0,0.0,0.0,73.7,58.41,65.48
6622,1.16,0.0,0.0,0.0,73.57,56.14,65.29
6623,0.91,0.0,0.0,0.0,70.09,54.64,65.14
6624,0.89,0.0,0.0,0.0,71.13,53.71,65.06
6625,0.6,0.0,0.0,0.0,70.75,53.1,64.83
6626,0.45,0.0,0.0,0.0,71.27,52.33,64.25
6627,0.43,0.0,0.0,0.0,71.27,51.47,63.98
6628,0.46,0.0,0.0,0.0,70.77,50.4,63.2
6629,0.77,0.0,0.0,0.0,70.2,49.05,62.34
6630,0.52,0.0,0.0,0.0,69.88,47.77,61.92
6631,0.7,0.0,0.0,0.0,69.7,47.04,61.82
6632,1.16,0.0,0.0,0.0,69.62,47.7,61.77
6633,3.01,0.0,0.0,0.0,69.35,49.93,62.01
6634,1.28,0.0,0.0,0.0,69.49,53.23,62.55
6635,0.73,0.0,0.0,0.0,70.32,60.77,63.18
6636,2.0,0.0,0.0,0.0,71.05,71.07,63.81
6637,0.73,0.0,0.0,0.0,70.49,77.0,64.83
6638,0.72,0.0,0.0,0.0,70.78,79.27,65.41
6639,1.04,0.0,0.0,0.0,71.15,81.08,65.95
6640,0.75,0.0,0.0,0.0,70.88,80.33,65.93
6641,0.85,0.0,0.0,0.0,70.28,75.2,65.71
6642,1.4,0.0,0.0,0.0,70.61,68.95,65.42
6643,1.17,0.0,0.0,0.0,70.49,65.42,65.57
6644,1.54,0.0,0.0,0.0,70.63,63.3,65.97
6645,1.22,0.0,0.0,0.0,70.38,61.3,64.93
6646,1.47,0.0,0.0,0.0,70.19,59.49,64.58
6647,1.21,0.0,0.0,0.0,70.5,57.6,63.71
6648,0.76,0.0,0.0,0.0,70.11,55.41,62.86
6649,0.55,0.0,0.0,0.0,69.67,53.37,62.38
6650,0.5,0.0,0.0,0.0,69.3,51.56,61.77
6651,0.48,0.0,0.0,0.0,68.98,50.02,61.37
6652,0.46,0.0,0.0,0.0,68.53,48.55,60.72
6653,0.45,0.0,0.0,0.0,68.15,47.27,60.36
6654,1.78,0.3,0.0,0.0,68.0,46.08,60.06
6655,2.59,1.56,0.0,0.0,68.0,45.24,59.79
6656,0.84,2.01,0.0,0.0,68.0,44.76,59.03
6657,0.8,2.75,0.0,0.0,68.0,44.73,58.75
6658,1.09,3.44,0.0,0.0,68.0,45.01,58.35
6659,5.36,4.66,0.0,0.0,68.0,45.61,58.3
6660,2.51,3.99,0.0,0.0,68.0,46.08,57.95
6661,1.15,4.28,0.0,0.0,68.0,46.35,57.61
6662,0.83,4.42,0.0,0.0,68.0,46.77,57.13
6663,1.1,4.62,0.0,0.0,68.0,46.76,56.71
6664,0.82,5.09,0.0,0.0,68.0,45.7,56.3
6665,0.94,5.95,0.0,0.0,68.0,43.49,55.65
6666,1.51,6.54,0.0,0.0,68.0,40.57,55.11
6667,1.58,6.92,0.0,0.0,68.0,37.9,54.56
6668,1.74,7.21,0.0,0.0,68.0,35.85,54.19
6669,1.69,7.57,0.0,0.0,68.0,34.26,53.86
6670,1.77,7.85,0.0,0.0,68.0,32.82,53.56
6671,1.34,8.5,0.0,0.0,68.0,31.63,53.46
6672,0.78,9.44,0.0,0.0,68.0,30.65,53.06
6673,0.62,10.32,0.0,0.0,68.0,29.71,52.65
6674,1.0,11.0,0.0,0.0,68.0,28.85,52.39
6675,0.8,11.3,0.0,0.0,68.0,28.11,52.15
6676,0.53,11.63,0.0,0.0,68.0,27.51,51.91
6677,0.52,11.98,0.0,0.0,68.0,27.01,51.69
6678,4.08,13.14,0.0,0.0,68.0,26.62,51.48
6679,1.08,12.22,0.0,0.0,68.0,26.29,51.28
6680,0.9,11.49,0.0,0.0,68.0,28.01,51.18
6681,0.85,11.04,0.0,0.0,68.0,32.21,51.28
6682,1.17,10.75,0.0,0.0,68.0,37.74,51.3
6683,1.15,9.72,0.0,0.0,68.0,42.92,51.67
6684,1.45,9.21,0.0,0.0,68.0,46.24,51.73
6685,2.74,8.6,0.0,0.0,68.0,48.02,51.89
6686,1.24,9.02,0.0,0.0,68.0,47.55,51.89
6687,0.84,8.52,0.0,0.0,68.0,46.25,52.05
6688,1.17,8.88,0.0,0.0,68.0,44.68,51.84
6689,0.96,8.94,0.0,0.0,68.0,42.48,51.72
6690,1.53,8.9,0.0,0.0,68.0,40.07,51.57
6691,2.52,9.09,0.0,0.0,68.0,38.0,51.27
6692,1.63,8.96,0.0,0.0,68.0,36.44,51.1
6693,2.08,8.66,0.0,0.0,68.0,35.35,50.95
6694,6.13,8.93,0.0,0.0,68.0,34.68,50.95
6695,1.34,9.47,0.0,0.0,68.0,34.28,50.84
6696,0.8,10.02,0.0,0.0,68.0,34.02,50.72
6697,0.62,10.51,0.0,0.0,68.0,33.73,50.61
6698,0.56,10.86,0.0,0.0,68.0,33.38,50.51
6699,0.54,10.89,0.0,0.0,68.0,32.85,50.6
6700,1.28,11.27,0.0,0.0,68.0,32.26,50.55
6701,3.08,12.02,0.0,0.0,68.0,31.77,50.48
6702,0.74,11.67,0.0,0.0,68.0,31.79,50.22
6703,1.92,11.74,0.0,0.0,68.0,32.1,50.11
6704,0.99,10.62,0.0,0.0,68.0,33.46,50.4
6705,0.85,9.7,0.0,0.0,68.0,36.3,50.84
6706,1.59,9.04,0.0,0.0,68.0,41.05,51.21
6707,0.97,8.25,0.0,0.0,68.0,45.04,51.53
6708,1.01,7.61,0.0,0.0,68.0,47.53,51.9
6709,1.21,7.03,0.0,0.0,68.0,50.31,52.1
6710,0.82,6.62,0.0,0.0,68.0,52.26,52.43
6711,0.82,6.36,0.0,0.0,68.0,52.35,52.57
6712,0.83,6.42,0.0,0.0,68.0,51.36,52.46
6713,2.22,6.8,0.0,0.0,68.0,49.06,52.45
6714,1.91,6.73,0.0,0.0,68.0,46.23,52.2
6715,1.26,6.43,0.0,0.0,68.0,43.88,51.96
6716,1.28,6.4,0.0,0.0,68.0,42.11,51.86
6717,1.31,7.13,0.0,0.0,68.0,40.31,51.21
6718,1.59,7.69,0.0,0.0,68.0,38.34,50.84
6719,1.01,8.08,0.0,0.0,68.0,36.83,50.81
6720,1.1,8.57,0.0,0.0,68.0,36.35,50.85
6721,0.61,9.1,0.0,0.0,68.0,36.22,50.74
6722,0.56,9.45,0.0,0.0,68.0,35.93,50.64
6723,0.54,9.83,0.0,0.0,68.0,35.89,50.55
6724,0.52,10.05,0.0,0.0,68.0,36.06,50.46
6725,0.51,10.49,0.0,0.0,68.0,36.01,50.18
6726,0.58,10.72,0.0,0.0,68.0,35.47,49.9
6727,1.08,10.41,0.0,0.0,68.0,34.93,49.92
6728,0.88,7.42,0.0,0.0,68.0,36.7,50.54
6729,2.47,2.95,0.0,0.0,68.0,42.45,51.3
6730,0.77,1.57,0.0,0.0,68.0,51.66,52.05
6731,0.78,0.0,0.0,0.0,68.19,62.13,53.19
6732,0.8,0.0,0.0,0.0,68.76,69.97,54.14
6733,1.06,0.0,0.0,0.0,69.32,73.2,55.11
6734,0.72,0.0,0.0,0.0,69.64,74.48,55.69
6735,1.06,0.0,0.0,0.0,69.97,73.95,56.15
6736,1.15,0.0,0.0,0.0,70.07,70.92,56.3
6737,0.9,0.0,0.0,0.0,70.09,66.74,55.87
6738,1.47,0.0,0.0,0.0,69.78,60.56,54.39
6739,3.1,0.0,0.0,0.0,69.05,53.65,53.33
6740,1.37,0.0,0.0,0.0,68.55,47.62,52.42
6741,1.27,0.0,0.0,0.0,68.21,43.2,52.03
6742,1.21,0.26,0.0,0.0,68.0,40.63,52.26
6743,1.29,2.09,0.0,0.0,68.0,39.01,51.84
6744,0.75,3.45,0.0,0.0,68.0,37.33,51.42
6745,0.58,4.48,0.0,0.0,68.0,35.89,51.15
6746,0.53,5.11,0.0,0.0,68.0,34.94,51.06
6747,0.51,6.04,0.0,0.0,68.0,33.92,50.71
6748,0.51,7.52,0.0,0.0,68.0,31.73,49.98
6749,0.5,8.46,0.0,0.0,68.0,29.95,49.68
6750,0.57,9.08,0.0,0.0,68.0,29.18,49.44
6751,1.07,9.05,0.0,0.0,68.0,28.8,49.54
6752,0.85,4.0,0.0,0.0,68.0,32.85,50.46
6753,0.79,1.21,0.0,0.0,68.0,42.4,51.77
6754,1.45,0.0,0.0,0.0,68.47,54.65,53.34
6755,0.73,0.0,0.0,0.0,69.12,66.24,55.03
6756,1.06,0.0,0.0,0.0,69.87,76.31,56.87
6757,0.73,0.0,0.0,0.0,70.27,83.01,59.15
6758,0.72,0.0,0.0,0.0,70.76,87.05,60.31
6759,0.73,0.0,0.0,0.0,71.35,88.19,61.18
6760,1.06,0.0,0.0,0.0,71.68,86.09,61.95
6761,0.85,0.0,0.0,0.0,71.96,82.2,61.94
6762,1.08,0.0,0.0,0.0,70.66,75.48,60.49
6763,1.48,0.0,0.0,0.0,70.65,67.82,58.35
6764,1.24,0.0,0.0,0.0,70.3,61.49,57.66
6765,1.27,0.0,0.0,0.0,70.59,56.3,56.32
6766,1.21,0.0,0.0,0.0,70.5,51.98,55.88
6767,0.96,0.0,0.0,0.0,70.1,48.64,55.54
6768,1.97,0.0,0.0,0.0,69.55,45.84,55.08
6769,0.55,0.0,0.0,0.0,69.16,43.44,54.81
6770,0.5,0.0,0.0,0.0,68.35,40.92,53.43
6771,0.48,0.25,0.0,0.0,68.0,39.13,53.55
6772,0.48,2.85,0.0,0.0,68.0,37.32,52.41
6773,0.46,2.56,0.0,0.0,68.0,36.51,53.36
6774,0.86,3.86,0.0,0.0,68.0,35.88,52.58
6775,0.72,3.64,0.0,0.0,68.0,35.52,53.01
6776,0.83,0.0,0.0,0.0,68.22,40.31,54.42
6777,0.74,0.0,0.0,0.0,69.29,50.0,55.87
6778,3.43,0.0,0.0,0.0,70.08,62.99,57.77
6779,2.9,0.0,0.0,0.0,70.58,75.29,60.76
6780,0.75,0.0,0.0,0.0,71.34,85.8,62.22
6781,1.04,0.0,0.0,0.0,72.97,93.01,63.7
6782,0.72,0.0,0.0,0.0,74.3,96.44,64.9
6783,0.73,0.0,0.0,0.0,74.88,96.72,65.94
6784,0.74,0.0,0.0,0.0,73.82,92.97,66.36
6785,0.85,0.0,0.0,0.0,72.39,86.92,65.91
6786,1.08,0.0,0.0,0.0,71.93,79.04,64.52
6787,1.5,0.0,0.0,0.0,71.69,71.29,62.75
6788,3.59,0.0,0.0,0.0,71.13,66.17,62.15
6789,1.22,0.0,0.0,0.0,71.03,62.58,61.2
6790,1.47,0.0,0.0,0.0,70.63,59.0,59.81
6791,0.91,0.0,0.0,0.0,70.57,56.31,60.04
6792,0.67,0.0,0.0,0.0,70.1,55.09,60.43
6793,0.82,0.0,0.0,0.0,70.09,54.01,59.68
6794,0.45,0.0,0.0,0.0,69.7,53.19,59.87
6795,0.43,0.0,0.0,0.0,69.73,52.87,59.99
6796,0.46,0.0,0.0,0.0,69.17,51.17,57.97
6797,0.77,0.0,0.0,0.0,68.82,47.61,56.6
6798,0.52,0.0,0.0,0.0,68.58,44.7,56.54
6799,0.7,0.0,0.0,0.0,68.41,43.02,56.57
6800,1.11,0.0,0.0,0.0,69.49,46.04,57.71
6801,3.02,0.0,0.0,0.0,70.42,54.46,59.0
6802,1.27,0.0,0.0,0.0,71.17,65.81,61.31
6803,0.73,0.0,0.0,0.0,72.82,75.15,64.52
6804,2.01,0.0,0.0,0.0,74.13,81.62,65.75
6805,0.73,0.0,0.0,0.0,75.12,86.8,67.02
6806,0.72,0.0,0.0,0.0,76.21,90.82,68.47
6807,1.06,0.0,0.0,0.0,77.45,92.06,69.22
6808,0.8,0.0,0.0,0.0,77.99,90.54,69.8
6809,0.85,0.0,0.0,0.0,76.65,87.2,69.79
6810,1.4,0.0,0.0,0.0,73.99,81.86,68.88
6811,1.17,0.0,0.0,0.0,73.5,76.55,68.39
6812,1.55,0.0,0.0,0.0,73.14,72.89,67.96
6813,1.53,0.0,0.0,0.0,72.85,70.37,67.27
6814,1.16,0.0,0.0,0.0,72.86,68.29,66.63
6815,1.25,0.0,0.0,0.0,72.81,65.35,64.42
6816,0.67,0.0,0.0,0.0,71.88,61.47,62.89
6817,0.5,0.0,0.0,0.0,71.42,57.66,61.9
6818,0.5,0.0,0.0,0.0,70.88,54.21,60.81
6819,0.43,0.0,0.0,0.0,70.79,51.73,60.88
6820,0.46,0.0,0.0,0.0,70.21,50.09,60.2
6821,0.45,0.0,0.0,0.0,70.14,48.73,59.99
6822,1.89,0.0,0.0,0.0,69.76,47.38,59.34
6823,2.42,0.0,0.0,0.0,69.62,46.28,59.55
6824,1.1,0.0,0.0,0.0,70.79,49.69,60.03
6825,0.74,0.0,0.0,0.0,71.24,57.12,60.94
6826,0.71,0.0,0.0,0.0,71.78,67.72,61.8
6827,5.34,0.0,0.0,0.0,71.84,78.16,63.21
6828,2.58,0.0,0.0,0.0,72.72,87.21,65.72
6829,1.08,0.0,0.0,0.0,72.93,92.24,66.79
6830,0.87,0.0,0.0,0.0,73.88,94.79,67.68
6831,0.9,0.0,0.0,0.0,74.67,95.06,68.54
6832,0.74,0.0,0.0,0.0,74.42,92.22,68.93
6833,0.85,0.0,0.0,0.0,73.42,86.51,68.06
6834,1.42,0.0,0.0,0.0,72.57,78.8,65.89
6835,1.49,0.0,0.0,0.0,72.43,71.97,64.91
6836,1.64,0.0,0.0,0.0,72.29,66.71,63.82
6837,1.59,0.0,0.0,0.0,71.38,62.23,62.74
6838,1.67,0.0,0.0,0.0,71.52,58.48,62.12
6839,1.29,0.0,0.0,0.0,71.24,54.58,61.13
6840,0.72,0.0,0.0,0.0,71.52,50.8,59.57
6841,0.55,0.0,0.0,0.0,70.83,46.96,57.98
6842,1.01,0.0,0.0,0.0,70.26,43.75,57.55
6843,0.66,0.0,0.0,0.0,69.93,41.71,57.36
6844,0.46,0.0,0.0,0.0,69.45,40.18,56.73
6845,0.45,0.0,0.0,0.0,69.02,39.27,56.62
6846,4.35,0.0,0.0,0.0,68.1,38.06,55.62
6847,0.7,0.14,0.0,0.0,68.0,36.99,55.85
6848,0.83,0.0,0.0,0.0,68.27,38.96,57.08
6849,0.74,0.0,0.0,0.0,68.96,44.98,57.95
6850,1.41,0.0,0.0,0.0,69.96,54.46,59.27
6851,0.73,0.0,0.0,0.0,70.09,64.7,60.22
6852,1.35,0.0,0.0,0.0,70.79,73.55,61.69
6853,2.72,0.0,0.0,0.0,71.01,79.54,62.43
6854,1.07,0.0,0.0,0.0,71.4,84.15,63.05
6855,0.73,0.0,0.0,0.0,72.15,87.2,63.7
6856,1.06,0.0,0.0,0.0,72.17,85.64,64.48
6857,0.85,0.0,0.0,0.0,72.06,80.74,63.29
6858,1.42,0.0,0.0,0.0,70.79,73.38,61.11
6859,2.47,0.0,0.0,0.0,70.57,65.44,59.79
6860,1.57,0.0,0.0,0.0,70.47,58.76,59.16
6861,2.09,0.0,0.0,0.0,70.11,53.75,58.32
6862,6.23,0.0,0.0,0.0,69.66,49.73,57.66
6863,0.96,0.0,0.0,0.0,69.41,46.92,57.45
6864,0.72,0.0,0.0,0.0,69.16,44.7,56.93
6865,0.87,0.0,0.0,0.0,68.93,43.1,56.92
6866,0.5,0.0,0.0,0.0,68.62,42.22,56.66
6867,0.48,0.0,0.0,0.0,68.0,40.89,55.69
6868,1.22,1.62,0.0,0.0,68.0,39.48,55.67
6869,3.0,4.05,0.0,0.0,68.0,37.96,54.53
6870,0.75,5.43,0.0,0.0,68.0,35.72,53.27
6871,1.96,5.43,0.0,0.0,68.0,33.77,53.47
6872,0.88,0.0,0.0,0.0,68.03,37.47,55.54
6873,0.74,0.0,0.0,0.0,68.79,45.05,56.61
6874,1.49,0.0,0.0,0.0,69.53,54.42,57.73
6875,1.04,0.0,0.0,0.0,69.69,62.95,58.68
6876,0.75,0.0,0.0,0.0,70.21,71.22,59.49
6877,1.11,0.0,0.0,0.0,70.54,78.51,60.56
6878,0.73,0.0,0.0,0.0,70.64,81.78,60.98
6879,0.73,0.0,0.0,0.0,70.09,79.48,60.85
6880,0.74,0.0,0.0,0.0,69.9,73.32,60.47
6881,2.14,0.0,0.0,0.0,69.87,66.77,60.18
6882,1.82,0.0,0.0,0.0,69.39,61.67,58.94
6883,1.22,0.0,0.0,0.0,69.36,57.27,58.12
6884,1.24,0.0,0.0,0.0,69.17,53.47,57.47
6885,1.27,0.0,0.0,0.0,69.19,50.26,57.57
6886,1.54,0.0,0.0,0.0,68.98,47.75,57.24
6887,0.96,0.0,0.0,0.0,68.64,45.74,56.64
6888,1.05,0.0,0.0,0.0,68.23,43.98,56.39
6889,0.56,1.78,0.0,0.0,68.0,42.21,55.23
6890,0.52,3.27,0.0,0.0,68.0,40.09,54.52
6891,0.51,5.55,0.0,0.0,68.0,37.2,52.92
6892,0.5,6.27,0.0,0.0,68.0,33.86,52.39
6893,0.49,7.1,0.0,0.0,68.0,31.39,52.06
6894,0.88,7.06,0.0,0.0,68.0,29.49,52.35
6895,0.74,6.8,0.0,0.0,68.0,29.16,52.79
6896,0.85,2.58,0.0,0.0,68.0,33.56,53.67
6897,2.41,0.0,0.0,0.0,68.1,42.35,55.33
6898,0.71,0.0,0.0,0.0,68.87,53.96,56.48
6899,0.73,0.0,0.0,0.0,69.58,65.68,57.65
6900,0.75,0.0,0.0,0.0,70.07,76.39,59.1
6901,1.06,0.0,0.0,0.0,70.52,84.22,61.17
6902,0.72,0.0,0.0,0.0,71.01,88.52,62.6
6903,1.06,0.0,0.0,0.0,71.32,88.88,63.39
6904,1.15,0.0,0.0,0.0,71.44,85.55,63.62
6905,0.85,0.0,0.0,0.0,71.38,80.02,63.1
6906,1.42,0.0,0.0,0.0,70.48,72.31,60.19
6907,3.3,0.0,0.0,0.0,70.41,64.99,59.73
6908,1.24,0.0,0.0,0.0,70.23,59.54,59.02
6909,1.27,0.0,0.0,0.0,69.79,55.63,58.6
6910,1.21,0.0,0.0,0.0,69.69,52.19,57.52
6911,1.28,0.0,0.0,0.0,69.56,48.42,56.21
6912,0.72,0.0,0.0,0.0,69.27,45.62,56.36
6913,0.55,0.0,0.0,0.0,68.82,43.48,55.93
6914,0.5,0.0,0.0,0.0,68.19,41.54,55.04
6915,0.48,0.5,0.0,0.0,68.0,40.41,55.2
6916,0.47,2.05,0.0,0.0,68.0,39.56,54.59
6917,0.46,2.79,0.0,0.0,68.0,38.93,54.45
6918,0.54,3.98,0.0,0.0,68.0,37.98,53.68
6919,1.03,3.66,0.0,0.0,68.0,37.19,54.07
6920,0.83,0.53,0.0,0.0,68.0,40.35,55.1
6921,0.74,0.0,0.0,0.0,68.89,48.18,56.64
6922,1.4,0.0,0.0,0.0,69.92,61.03,57.82
6923,0.94,0.0,0.0,0.0,70.12,72.36,59.41
6924,0.86,0.0,0.0,0.0,70.49,79.27,61.12
6925,0.73,0.0,0.0,0.0,71.0,83.91,62.2
6926,0.72,0.0,0.0,0.0,71.46,87.11,63.08
6927,0.73,0.0,0.0,0.0,71.83,87.71,63.76
6928,1.06,0.0,0.0,0.0,71.97,84.86,64.21
6929,0.85,0.0,0.0,0.0,71.73,79.49,63.25
6930,1.08,0.0,0.0,0.0,70.92,71.79,60.34
6931,1.53,0.0,0.0,0.0,70.26,64.06,58.94
6932,1.24,0.0,0.0,0.0,70.14,57.67,57.91
6933,1.27,0.0,0.0,0.0,69.94,52.47,57.21
6934,1.21,0.0,0.0,0.0,69.47,47.46,55.99
6935,0.96,0.0,0.0,0.0,69.31,43.97,56.05
6936,1.98,0.0,0.0,0.0,68.97,42.0,55.95
6937,0.55,0.0,0.0,0.0,68.55,40.37,55.08
6938,0.5,0.0,0.0,0.0,68.07,39.0,54.7
6939,0.49,1.75,0.0,0.0,68.0,37.83,54.19
6940,0.48,3.05,0.0,0.0,68.0,36.64,53.68
6941,0.79,3.58,0.0,0.0,68.0,35.83,53.67
6942,0.54,4.17,0.0,0.0,68.0,35.42,53.43
6943,0.72,4.11,0.0,0.0,68.0,35.78,53.71
6944,0.83,0.0,0.0,0.0,68.14,40.27,55.18
6945,0.74,0.0,0.0,0.0,69.06,48.77,56.69
6946,3.52,0.0,0.0,0.0,69.78,59.82,58.11
6947,2.96,0.0,0.0,0.0,70.0,70.59,59.47
6948,0.75,0.0,0.0,0.0,70.6,79.12,61.55
6949,1.04,0.0,0.0,0.0,71.12,85.43,62.41
6950,0.72,0.0,0.0,0.0,71.61,89.62,63.52
6951,0.73,0.0,0.0,0.0,72.28,91.36,64.52
6952,0.74,0.0,0.0,0.0,72.67,89.39,64.98
6953,0.85,0.0,0.0,0.0,72.47,84.35,64.53
6954,1.08,0.0,0.0,0.0,71.49,76.44,62.58
6955,1.5,0.0,0.0,0.0,71.01,68.42,60.29
6956,3.65,0.0,0.0,0.0,70.81,61.77,59.44
6957,1.53,0.0,0.0,0.0,70.65,57.37,59.59
6958,1.21,0.0,0.0,0.0,69.83,52.98,57.18
6959,0.96,0.0,0.0,0.0,69.9,49.77,57.8
6960,1.05,0.0,0.0,0.0,69.58,47.7,57.49
6961,0.55,0.0,0.0,0.0,69.21,46.22,57.16
6962,0.5,0.0,0.0,0.0,69.04,45.27,56.9
6963,0.48,0.0,0.0,0.0,68.89,44.76,56.82
6964,0.46,0.0,0.0,0.0,68.54,44.29,56.46
6965,0.77,0.0,0.0,0.0,68.16,43.75,56.23
6966,0.52,0.73,0.0,0.0,68.0,43.08,55.84
6967,0.7,0.87,0.0,0.0,68.0,42.94,56.17
6968,1.11,0.0,0.0,0.0,68.82,46.35,57.34
6969,3.15,0.0,0.0,0.0,69.99,53.89,59.0
6970,1.25,0.0,0.0,0.0,70.55,64.15,61.04
6971,0.73,0.0,0.0,0.0,71.09,74.79,63.19
6972,2.02,0.0,0.0,0.0,72.66,85.35,64.76
6973,0.73,0.0,0.0,0.0,74.12,93.85,66.24
6974,0.72,0.0,0.0,0.0,75.1,99.76,67.41
6975,1.06,0.0,0.0,0.0,76.32,101.36,68.48
6976,0.74,0.0,0.0,0.0,76.96,98.78,68.92
6977,0.85,0.0,0.0,0.0,74.23,92.77,68.15
6978,1.4,0.0,0.0,0.0,72.69,83.66,66.41
6979,1.17,0.0,0.0,0.0,72.56,75.53,65.26
6980,1.88,0.0,0.0,0.0,72.23,68.53,62.12
6981,1.29,0.0,0.0,0.0,71.75,62.35,61.21
6982,1.16,0.0,0.0,0.0,71.47,58.4,61.66
6983,1.25,0.0,0.0,0.0,71.15,55.62,60.74
6984,0.67,0.0,0.0,0.0,70.99,53.28,60.53
6985,0.55,0.0,0.0,0.0,70.31,51.01,59.5
6986,0.5,0.0,0.0,0.0,70.15,48.92,59.13
6987,0.48,0.0,0.0,0.0,69.74,47.44,58.83
6988,0.41,0.0,0.0,0.0,69.73,46.77,59.09
6989,0.45,0.0,0.0,0.0,69.18,46.24,58.33
6990,1.95,0.0,0.0,0.0,69.18,45.63,58.04
6991,2.47,0.0,0.0,0.0,69.04,45.95,58.41
6992,1.04,0.0,0.0,0.0,69.59,48.53,59.2
6993,0.74,0.0,0.0,0.0,70.55,55.02,60.8
6994,0.71,0.0,0.0,0.0,71.55,66.22,63.35
6995,5.37,0.0,0.0,0.0,72.11,79.58,64.72
6996,2.72,0.0,0.0,0.0,73.26,89.5,65.91
6997,1.08,0.0,0.0,0.0,74.16,94.93,66.94
6998,1.05,0.0,0.0,0.0,74.05,96.37,67.5
6999,0.73,0.0,0.0,0.0,73.96,94.87,67.89
7000,0.74,0.0,0.0,0.0,73.68,89.61,68.06
7001,0.85,0.0,0.0,0.0,72.81,82.7,66.96
7002,1.42,0.0,0.0,0.0,72.43,75.2,64.99
7003,1.49,0.0,0.0,0.0,72.35,69.45,64.24
7004,1.64,0.0,0.0,0.0,71.63,65.23,63.37
7005,1.59,0.0,0.0,0.0,71.76,61.31,62.38
7006,1.67,0.0,0.0,0.0,71.49,58.45,62.42
7007,1.24,0.0,0.0,0.0,70.97,56.62,62.0
7008,0.67,0.0,0.0,0.0,70.57,54.61,60.68
7009,0.55,0.0,0.0,0.0,70.04,52.06,59.59
7010,1.22,0.0,0.0,0.0,69.83,49.51,59.21
7011,0.48,0.0,0.0,0.0,69.42,47.18,58.48
7012,0.46,0.0,0.0,0.0,69.12,45.11,57.88
7013,0.45,0.0,0.0,0.0,68.99,43.48,57.84
7014,4.44,0.0,0.0,0.0,68.05,40.7,56.29
7015,0.76,0.0,0.0,0.0,68.22,39.14,56.61
7016,0.83,0.0,0.0,0.0,69.4,42.87,57.73
7017,0.74,0.0,0.0,0.0,70.21,50.94,58.52
7018,1.28,0.0,0.0,0.0,70.5,61.86,59.42
7019,0.84,0.0,0.0,0.0,70.83,72.0,60.52
7020,1.35,0.0,0.0,0.0,71.21,79.36,61.78
7021,2.73,0.0,0.0,0.0,71.83,84.68,63.91
7022,1.07,0.0,0.0,0.0,71.83,87.68,64.9
7023,0.73,0.0,0.0,0.0,72.21,87.77,65.9
7024,1.06,0.0,0.0,0.0,71.77,84.69,66.22
7025,0.85,0.0,0.0,0.0,72.15,79.64,65.65
7026,1.43,0.0,0.0,0.0,71.22,72.73,63.0
